complexity,cost,feature_complexity,feature_cost,freqs
6.0,0.041696,3,0.09028239816662972,151
7.0,0.187231,2,0.15312992547483134,143
4.0,0.083392,2,0.0972314629999261,88
3.0,0.333407,1,0.20260847740056415,65
9.0,0.020848,6,0.08680786574998155,63
7.0,0.041696,3,0.09028239816662972,15
10.0,0.0,9,0.08333333333333336,14
9.0,0.041696,6,0.08854513195830563,7
8.0,0.187231,5,0.15139265926650725,4
9.0,0.020848,6,0.08680786574998155,4
9.0,0.020848,6,0.08680786574998155,2
9.0,0.020848,6,0.08680786574998155,1
11.0,0.103959,5,0.1233762947377318,1
