complexity,cost,feature_complexity,feature_cost,freqs
7.0,0.0,8,0.08333333333333334,116
3.0,1.0,2,0.25,89
3.0,0.988291,2,0.24804851705890335,49
5.0,0.494146,5,0.16569092519611836,47
1.0,1.988291,1,0.41471518372557004,42
5.0,0.5,5,0.16569092519611833,28
7.0,0.5,8,0.12683826997557185,26
3.0,1.0,2,0.2490242585294517,23
7.0,1.0,8,0.16666666666666669,20
5.0,1.0,5,0.21017160330890522,13
10.0,0.5,16,0.08333333333333334,13
5.0,0.436384,5,0.15606398809523814,11
12.0,0.0,24,0.0,11
5.0,1.0,5,0.20551932188721317,10
5.0,0.494146,5,0.16569092519611836,9
9.0,0.718192,12,0.11969866071428573,6
8.0,0.5,13,0.12218598855387983,3
9.0,0.5,12,0.10508580165445261,3
9.0,0.0,12,0.05984933035714286,3
7.0,0.718192,9,0.1585513159348322,2
9.0,0.247073,10,0.11409730748724817,2
9.0,0.0,12,0.05984933035714286,2
9.0,0.218192,12,0.08333333333333334,2
9.0,0.0,16,0.04350493664223852,2
5.0,1.0,5,0.20303199404761907,1
7.0,0.436384,9,0.13257998511904764,1
7.0,0.718192,9,0.16320359735652423,1
7.0,0.436384,8,0.11969866071428573,1
9.0,0.436384,12,0.09621465773809526,1
7.0,0.741218,9,0.16520305446084418,1
7.0,0.712338,8,0.17246344577483858,1
9.0,0.247073,10,0.10461385493818826,1
10.0,0.247073,14,0.08112985196199779,1
9.0,0.247073,10,0.10971572586360975,1
12.0,0.465265,14,0.10441438657789548,1
7.0,0.563616,8,0.1303013392857143,1
7.0,0.5,9,0.1439384568749991,1
7.0,0.5,9,0.1439384568749991,1
10.0,0.5,10,0.13256032387024352,1
10.0,0.5,14,0.11080785554912426,1
9.0,0.0,12,0.06515066964285715,1
