complexity,cost,feature_cost,freqs
6.0,0.041696,0.10416943889997785,151
7.0,0.187231,0.15756107049821022,143
4.0,0.083392,0.11250831669993351,88
3.0,0.333407,0.21984801379270935,65
9.0,0.020848,0.10000000000000002,63
7.0,0.041696,0.10416943889997785,15
10.0,0.0,0.0958305611000222,14
9.0,0.041696,0.10416943889997785,7
8.0,0.187231,0.15756107049821022,4
9.0,0.020848,0.10000000000000002,4
9.0,0.020848,0.10000000000000002,2
9.0,0.020848,0.10000000000000002,1
11.0,0.103959,0.1308247187546216,1
