complexity,cost,feature_cost
18.0,0.0,0.0
17.0,0.01522,0.0025366202215076814
17.0,0.0,0.0012683101107538407
20.0,0.01522,0.0055042756378136555
17.0,0.0,0.0012683101107538407
16.0,0.0,0.0025366202215076814
20.0,0.01522,0.005504275637813655
17.0,0.01522,0.0025366202215076814
16.0,0.03044,0.005073240443015363
20.0,0.01522,0.004977879381136308
20.0,0.01522,0.004977879381136308
15.0,0.03044,0.007609860664523045
17.0,0.01522,0.0025366202215076814
17.0,0.01522,0.003804930332261522
16.0,0.03044,0.005073240443015363
19.0,0.03044,0.0075144996026439885
17.0,0.0,0.003804930332261522
16.0,0.01522,0.006341550553769204
17.0,0.0,0.005073240443015363
20.0,0.01522,0.009309205970075177
18.0,0.01522,0.0055042756378136555
17.0,0.01522,0.0067725857485674956
20.0,0.01522,0.00847193105411963
19.0,0.03044,0.01100855127562731
17.0,0.01522,0.0025366202215076814
15.0,0.03044,0.005073240443015363
17.0,0.01522,0.003804930332261522
16.0,0.01522,0.006341550553769204
16.0,0.03044,0.008040895859321336
16.0,0.03044,0.005073240443015363
14.0,0.04566,0.007609860664523045
19.0,0.03044,0.007514499602643989
19.0,0.03044,0.01100855127562731
17.0,0.01522,0.0025366202215076814
16.0,0.03044,0.005073240443015363
16.0,0.01522,0.003804930332261522
19.0,0.03044,0.008040895859321336
16.0,0.01522,0.003804930332261522
15.0,0.01522,0.005073240443015363
19.0,0.03044,0.008040895859321336
16.0,0.03044,0.005073240443015363
15.0,0.04566,0.007609860664523045
19.0,0.03044,0.007514499602643989
19.0,0.03044,0.007514499602643989
14.0,0.04566,0.010146480886030726
14.0,0.06088,0.010146480886030726
13.0,0.0761,0.012683101107538406
19.0,0.01522,0.008998327310796977
18.0,0.03044,0.011534947532304657
19.0,0.01522,0.010266637421550817
20.0,0.03044,0.014502602948610633
17.0,0.0,0.003804930332261522
16.0,0.01522,0.006341550553769204
17.0,0.0,0.005073240443015363
15.0,0.0,0.007609860664523045
16.0,0.01522,0.009309205970075177
16.0,0.01522,0.006341550553769204
14.0,0.01522,0.010146480886030726
20.0,0.01522,0.009309205970075177
18.0,0.01522,0.0055042756378136555
16.0,0.03044,0.008040895859321336
17.0,0.01522,0.0067725857485674956
16.0,0.01522,0.009309205970075177
15.0,0.03044,0.011008551275627311
19.0,0.01522,0.008998327310796977
18.0,0.03044,0.011534947532304657
19.0,0.01522,0.010266637421550817
20.0,0.03044,0.014502602948610633
20.0,0.01522,0.00847193105411963
19.0,0.03044,0.01100855127562731
19.0,0.03044,0.01100855127562731
