complexity,cost,feature_cost
18.0,0.0,0.0
17.0,0.010424,0.0
17.0,0.0,0.005211798624972279
19.0,0.010424,0.008260505381891145
17.0,0.0,0.005211798624972279
14.0,0.0,0.010423597249944558
19.0,0.010424,0.008260505381891145
17.0,0.010424,0.0
15.0,0.020848,0.0
19.0,0.010424,0.006097413513837734
19.0,0.010424,0.006097413513837734
13.0,0.020848,0.010423597249944558
17.0,0.010424,0.0
16.0,0.010424,0.005211798624972279
16.0,0.020848,0.0
18.0,0.020848,0.006097413513837734
17.0,0.0,0.005211798624972279
16.0,0.010424,0.005211798624972279
16.0,0.0,0.010423597249944558
18.0,0.010424,0.013472304006863424
18.0,0.010424,0.008260505381891145
15.0,0.010424,0.013472304006863424
19.0,0.010424,0.006097413513837734
18.0,0.020848,0.006097413513837734
17.0,0.010424,0.0
15.0,0.020848,0.0
16.0,0.010424,0.005211798624972279
17.0,0.010424,0.005211798624972279
16.0,0.020848,0.008260505381891145
16.0,0.020848,0.0
14.0,0.031272,0.0
18.0,0.020848,0.006097413513837734
19.0,0.020848,0.006097413513837734
17.0,0.010424,0.0
16.0,0.020848,0.0
16.0,0.010424,0.005211798624972279
18.0,0.020848,0.008260505381891145
16.0,0.010424,0.005211798624972279
13.0,0.010424,0.010423597249944558
18.0,0.020848,0.008260505381891145
16.0,0.020848,0.0
14.0,0.031272,0.0
18.0,0.020848,0.006097413513837734
18.0,0.020848,0.006097413513837734
12.0,0.031272,0.010423597249944558
14.0,0.041696,0.0
13.0,0.05212,0.0
20.0,0.010424,0.008260505381891145
19.0,0.020848,0.008260505381891145
19.0,0.010424,0.013472304006863424
19.0,0.020848,0.01652101076378229
17.0,0.0,0.005211798624972279
17.0,0.010424,0.005211798624972279
16.0,0.0,0.010423597249944558
15.0,0.0,0.010423597249944558
16.0,0.010424,0.013472304006863424
16.0,0.010424,0.005211798624972279
14.0,0.010424,0.010423597249944558
18.0,0.010424,0.013472304006863424
18.0,0.010424,0.008260505381891145
16.0,0.020848,0.008260505381891145
15.0,0.010424,0.013472304006863424
16.0,0.010424,0.013472304006863424
13.0,0.020848,0.01652101076378229
20.0,0.010424,0.008260505381891145
19.0,0.020848,0.008260505381891145
19.0,0.010424,0.013472304006863424
19.0,0.020848,0.01652101076378229
19.0,0.010424,0.006097413513837734
18.0,0.020848,0.006097413513837734
19.0,0.020848,0.006097413513837734
14.0,0.020848,0.010423597249944558
13.0,0.031272,0.010423597249944558
12.0,0.05212,0.01652101076378229
17.0,0.0,0.005211798624972279
16.0,0.010424,0.005211798624972279
16.0,0.0,0.010423597249944558
