complexity,cost,feature_cost,freqs
6.0,0.041696,0.008338877799955647,151
7.0,0.187231,0.08375591056979753,143
4.0,0.083392,0.016677755599911293,88
3.0,0.333407,0.14313017288067698,65
9.0,0.020848,0.004169438899977823,63
7.0,0.041696,0.008338877799955647,15
10.0,0.0,0.0,14
9.0,0.041696,0.008338877799955647,7
8.0,0.187231,0.08375591056979753,4
9.0,0.020848,0.004169438899977823,4
9.0,0.020848,0.004169438899977823,2
9.0,0.020848,0.004169438899977823,1
11.0,0.103959,0.04805155368527813,1
