complexity,cost,feature_cost
14.0,0.0,0.0
12.0,0.24102,0.0
14.0,0.305556,0.0
13.0,0.24102,0.0
13.0,0.626701,0.0
13.0,0.24102,0.0
11.0,0.482039,0.0
13.0,0.194444,0.0
11.0,0.5,0.0
13.0,0.538051,0.0
12.0,0.24102,0.0
10.0,0.482039,0.0
13.0,0.626701,0.0
13.0,0.359502,0.0
9.0,0.982039,0.0
12.0,0.0,0.1527777777777778
12.0,0.24102,0.1527777777777778
11.0,0.194444,0.1527777777777778
11.0,0.24102,0.1527777777777778
12.0,0.359502,0.1527777777777778
14.0,0.0,0.10854760015076619
12.0,0.305556,0.10854760015076619
12.0,0.24102,0.10854760015076619
12.0,0.24102,0.10854760015076619
12.0,0.626701,0.10854760015076619
13.0,0.24102,0.2136672658526809
11.0,0.482039,0.2136672658526809
13.0,0.0,0.1527777777777778
12.0,0.24102,0.1527777777777778
12.0,0.24102,0.1527777777777778
13.0,0.194444,0.1527777777777778
13.0,0.538051,0.1527777777777778
13.0,0.305556,0.24214704872128778
12.0,0.5,0.24214704872128778
15.0,0.24102,0.2136672658526809
13.0,0.482039,0.2136672658526809
13.0,0.626701,0.2845480727604266
12.0,0.0,0.10854760015076619
11.0,0.24102,0.10854760015076619
12.0,0.305556,0.10854760015076619
11.0,0.24102,0.10854760015076619
12.0,0.626701,0.10854760015076619
12.0,0.24102,0.2136672658526809
12.0,0.482039,0.2136672658526809
14.0,0.194444,0.18095375392377366
14.0,0.5,0.18095375392377366
12.0,0.538051,0.261325377928544
13.0,0.24102,0.2136672658526809
12.0,0.482039,0.2136672658526809
13.0,0.626701,0.2845480727604266
14.0,0.538051,0.261325377928544
11.0,0.982039,0.32009346615894085
14.0,0.0,0.13247209105129107
12.0,0.24102,0.13247209105129107
12.0,0.194444,0.13247209105129107
12.0,0.24102,0.13247209105129107
12.0,0.359502,0.13247209105129107
11.0,0.0,0.24101969120205724
9.0,0.24102,0.24101969120205724
12.0,0.0,0.2852498688290689
11.0,0.194444,0.2852498688290689
13.0,0.24102,0.34613935690397196
12.0,0.0,0.24101969120205724
10.0,0.24102,0.24101969120205724
14.0,0.194444,0.31342584497506476
13.0,0.24102,0.34613935690397196
13.0,0.538051,0.39379746897983503
12.0,0.0,0.09722222222222222
11.0,0.305556,0.09722222222222222
12.0,0.24102,0.09722222222222222
11.0,0.24102,0.09722222222222222
12.0,0.626701,0.09722222222222222
10.0,0.0,0.25
9.0,0.24102,0.25
11.0,0.0,0.25
10.0,0.24102,0.25
11.0,0.305556,0.33936927094351
11.0,0.0,0.2057698223729884
10.0,0.305556,0.2057698223729884
11.0,0.24102,0.31088948807490313
12.0,0.24102,0.31088948807490313
11.0,0.626701,0.3817702949826488
13.0,0.24102,0.17854873436138674
11.0,0.482039,0.17854873436138674
11.0,0.24102,0.33132651213916453
12.0,0.24102,0.28709633451215294
12.0,0.482039,0.39221600021406766
11.0,0.0,0.13247209105129107
10.0,0.24102,0.13247209105129107
11.0,0.24102,0.13247209105129107
11.0,0.194444,0.13247209105129107
12.0,0.538051,0.13247209105129107
10.0,0.0,0.2852498688290689
10.0,0.194444,0.2852498688290689
12.0,0.0,0.24101969120205724
10.0,0.24102,0.24101969120205724
11.0,0.24102,0.34613935690397196
10.0,0.0,0.24101969120205724
9.0,0.24102,0.24101969120205724
11.0,0.24102,0.34613935690397196
13.0,0.194444,0.31342584497506476
10.0,0.538051,0.39379746897983503
14.0,0.305556,0.19936642377069136
14.0,0.5,0.19936642377069136
14.0,0.305556,0.30791402392145756
