complexity,cost,feature_cost
12.0,0.0,0.0
12.0,0.281808,0.04696800595238095
11.0,0.247073,0.0411787959313925
16.0,0.247073,0.082357591862785
12.0,0.615719,0.11709299617062134
16.0,0.247073,0.082357591862785
15.0,0.494146,0.16471518372557
11.0,0.247073,0.0411787959313925
11.0,0.494146,0.082357591862785
12.0,0.615719,0.11709299617062136
12.0,0.218192,0.03636532738095239
11.0,0.5,0.08333333333333334
13.0,0.565194,0.11085394300907622
13.0,0.565194,0.11085394300907622
9.0,0.994146,0.16569092519611836
12.0,0.0,0.023484002976190476
13.0,0.247073,0.10584159483897548
9.0,0.247073,0.06466279890758297
11.0,0.218192,0.05984933035714286
11.0,0.565194,0.1343379459852667
14.0,0.0,0.07045200892857142
14.0,0.247073,0.11163080485996393
12.0,0.247073,0.15280960079135641
13.0,0.218192,0.10681733630952382
13.0,0.565194,0.18130595193764765
12.0,0.281808,0.10191705038396277
10.0,0.5,0.13828237776491514
11.0,0.0,0.060605123541665744
11.0,0.281808,0.1075731294940467
14.0,0.247073,0.14296271540445074
11.0,0.247073,0.10178391947305825
11.0,0.615719,0.1776981197122871
12.0,0.247073,0.09022273290507077
10.0,0.494146,0.13140152883646328
15.0,0.247073,0.15166383600087566
15.0,0.494146,0.23402142786366065
12.0,0.615719,0.1838214142465144
13.0,0.0,0.10178391947305826
12.0,0.281808,0.1487519254254392
13.0,0.247073,0.14296271540445077
15.0,0.247073,0.18414151133584328
13.0,0.615719,0.2188769156436796
14.0,0.247073,0.1458746259798872
15.0,0.494146,0.22823221784267222
14.0,0.247073,0.15166383600087566
13.0,0.494146,0.19284263193226817
9.0,0.615719,0.19829451138993837
12.0,0.218192,0.14254928639140882
10.0,0.5,0.18951729234378975
12.0,0.565194,0.1883389486181697
13.0,0.565194,0.2086012557825821
9.0,0.994146,0.25321624678947385
14.0,0.0,0.07045200892857142
12.0,0.247073,0.15280960079135641
14.0,0.247073,0.11163080485996393
13.0,0.218192,0.10681733630952382
13.0,0.565194,0.18130595193764765
15.0,0.0,0.14090401785714285
12.0,0.218192,0.17726934523809523
14.0,0.0,0.13105713247023718
12.0,0.247073,0.17223592840162968
15.0,0.247073,0.22211584492944708
15.0,0.0,0.17223592840162968
14.0,0.247073,0.25459352026441473
15.0,0.247073,0.22211584492944708
14.0,0.218192,0.21300129531998024
13.0,0.565194,0.2790532647111535
11.0,0.0,0.023484002976190476
9.0,0.247073,0.06466279890758297
13.0,0.247073,0.10584159483897548
11.0,0.218192,0.05984933035714286
11.0,0.565194,0.13433794598526672
11.0,0.0,0.04696800595238095
9.0,0.218192,0.08333333333333334
11.0,0.0,0.08408912651785622
12.0,0.247073,0.16644671838064123
10.0,0.247073,0.11370673588126123
13.0,0.0,0.12526792244924873
11.0,0.247073,0.16644671838064123
13.0,0.247073,0.16935862895607767
11.0,0.218192,0.1660332893675993
10.0,0.565194,0.21182295159436018
12.0,0.281808,0.10191705038396276
10.0,0.5,0.13828237776491514
11.0,0.281808,0.1625221739256285
13.0,0.281808,0.20370096985702102
11.0,0.5,0.24446633677537158
13.0,0.0,0.10178391947305826
12.0,0.281808,0.1487519254254392
16.0,0.247073,0.18414151133584328
13.0,0.247073,0.14296271540445077
13.0,0.615719,0.21887691564367961
13.0,0.0,0.12526792244924873
11.0,0.247073,0.16644671838064123
15.0,0.0,0.17223592840162968
14.0,0.247073,0.25459352026441473
13.0,0.281808,0.20370096985702102
13.0,0.0,0.20356783894611652
12.0,0.281808,0.25053584489849745
14.0,0.247073,0.24765854545294547
14.0,0.247073,0.2534477554739339
11.0,0.615719,0.3000784308629966
14.0,0.247073,0.15166383600087566
13.0,0.494146,0.19284263193226817
15.0,0.247073,0.22211584492944708
14.0,0.247073,0.2534477554739339
14.0,0.494146,0.30332767200175137
14.0,0.247073,0.1458746259798872
15.0,0.494146,0.22823221784267222
