complexity,cost,feature_complexity,feature_cost,freqs
8.0,0.160674,5,0.025966153678797177,136
9.0,0.145348,5,0.02290116914446038,63
6.0,0.061488,5,0.006129969068673594,61
4.0,0.092324,4,0.006129969068673592,56
5.0,0.061672,4,0.0,50
4.0,0.260209,2,0.039705306955264176,49
8.0,0.030836,7,0.0,48
9.0,0.04607,7,0.006129969068673593,15
7.0,0.046162,7,0.0030649845343367972,12
11.0,0.030652,7,0.006129969068673592,11
7.0,0.046162,7,0.0030649845343367972,8
11.0,0.030744,9,0.0030649845343367972,3
8.0,0.197962,5,0.030620431625289376,3
12.0,0.015418,11,0.0,3
8.0,0.207595,5,0.031986044474435184,2
8.0,0.044852,8,0.0,2
7.0,0.061488,5,0.006129969068673594,1
12.0,0.022989,12,0.004597476801505194,1
6.0,0.16915,4,0.021494128603098905,1
10.0,0.048026,11,0.0,1
10.0,0.030744,9,0.0030649845343367964,1
9.0,0.202689,6,0.033204968407716993,1
9.0,0.030836,7,0.0,1
