complexity,cost,feature_complexity,feature_cost,freqs
14.0,0.0,24,0.0,310.0
12.0,0.24102,20,0.048203938240411456,109.0
14.0,0.305556,20,0.061111111111111116,32.0
13.0,0.24102,20,0.09640787648082291,31.0
13.0,0.626701,18,0.14136533283889868,20.0
13.0,0.24102,20,0.0964078764808229,12.0
11.0,0.482039,16,0.19281575296164583,3.0
13.0,0.194444,20,0.03888888888888889,2.0
11.0,0.5,16,0.1,2.0
13.0,0.538051,18,0.12812766192931851,2.0
12.0,0.24102,20,0.048203938240411456,2.0
10.0,0.482039,16,0.09640787648082291,2.0
13.0,0.626701,18,0.14136533283889866,1.0
13.0,0.359502,18,0.1281276619293185,1.0
9.0,0.982039,13,0.19640787648082292,1.0
12.0,0.0,20,0.0,1.0
12.0,0.24102,16,0.09640787648082291,1.0
11.0,0.194444,16,0.03888888888888889,1.0
11.0,0.24102,16,0.048203938240411456,1.0
12.0,0.359502,14,0.1281276619293185,1.0
14.0,0.0,20,0.0,
12.0,0.305556,16,0.061111111111111116,
12.0,0.24102,16,0.0964078764808229,
12.0,0.24102,16,0.048203938240411456,
12.0,0.626701,14,0.14136533283889866,
13.0,0.24102,18,0.048203938240411456,
11.0,0.482039,14,0.09640787648082291,
13.0,0.0,20,0.0,
12.0,0.24102,16,0.048203938240411456,
12.0,0.24102,16,0.0964078764808229,
13.0,0.194444,16,0.03888888888888889,
13.0,0.538051,14,0.12812766192931851,
13.0,0.305556,18,0.061111111111111116,
12.0,0.5,14,0.1,
15.0,0.24102,24,0.09640787648082291,
13.0,0.482039,20,0.19281575296164583,
13.0,0.626701,21,0.14136533283889868,
12.0,0.0,27,0.0,
11.0,0.24102,23,0.048203938240411456,
12.0,0.305556,23,0.061111111111111116,
11.0,0.24102,23,0.09640787648082291,
12.0,0.626701,21,0.14136533283889868,
12.0,0.24102,24,0.0964078764808229,
12.0,0.482039,20,0.19281575296164583,
14.0,0.194444,24,0.03888888888888889,
14.0,0.5,20,0.1,
12.0,0.538051,21,0.12812766192931851,
13.0,0.24102,24,0.048203938240411456,
12.0,0.482039,20,0.09640787648082291,
13.0,0.626701,21,0.14136533283889866,
14.0,0.538051,21,0.1281276619293185,
11.0,0.982039,18,0.19640787648082292,
14.0,0.0,20,0.0,
12.0,0.24102,16,0.09640787648082291,
12.0,0.194444,16,0.03888888888888889,
12.0,0.24102,16,0.048203938240411456,
12.0,0.359502,14,0.1281276619293185,
11.0,0.0,16,0.0,
9.0,0.24102,12,0.048203938240411456,
12.0,0.0,16,0.0,
11.0,0.194444,12,0.03888888888888889,
13.0,0.24102,20,0.09640787648082291,
12.0,0.0,23,0.0,
10.0,0.24102,19,0.09640787648082291,
14.0,0.194444,20,0.03888888888888889,
13.0,0.24102,20,0.048203938240411456,
13.0,0.538051,17,0.1281276619293185,
12.0,0.0,20,0.0,
11.0,0.305556,16,0.061111111111111116,
12.0,0.24102,16,0.0964078764808229,
11.0,0.24102,16,0.048203938240411456,
12.0,0.626701,14,0.14136533283889866,
10.0,0.0,16,0.0,
9.0,0.24102,12,0.048203938240411456,
11.0,0.0,16,0.0,
10.0,0.24102,12,0.0964078764808229,
11.0,0.305556,14,0.061111111111111116,
11.0,0.0,23,0.0,
10.0,0.305556,19,0.061111111111111116,
11.0,0.24102,20,0.0964078764808229,
12.0,0.24102,20,0.048203938240411456,
11.0,0.626701,17,0.14136533283889866,
13.0,0.24102,18,0.048203938240411456,
11.0,0.482039,14,0.09640787648082291,
11.0,0.24102,14,0.048203938240411456,
12.0,0.24102,21,0.048203938240411456,
12.0,0.482039,18,0.09640787648082291,
11.0,0.0,27,0.0,
10.0,0.24102,23,0.048203938240411456,
11.0,0.24102,23,0.0964078764808229,
11.0,0.194444,23,0.03888888888888889,
12.0,0.538051,21,0.12812766192931851,
10.0,0.0,23,0.0,
10.0,0.194444,19,0.03888888888888889,
12.0,0.0,23,0.0,
10.0,0.24102,19,0.0964078764808229,
11.0,0.24102,21,0.048203938240411456,
10.0,0.0,30,0.0,
9.0,0.24102,26,0.048203938240411456,
11.0,0.24102,27,0.0964078764808229,
13.0,0.194444,27,0.03888888888888889,
10.0,0.538051,24,0.12812766192931851,
14.0,0.305556,24,0.061111111111111116,
14.0,0.5,20,0.1,
14.0,0.305556,20,0.061111111111111116,
13.0,0.305556,27,0.061111111111111116,
11.0,0.5,24,0.1,
12.0,0.24102,24,0.09640787648082291,
12.0,0.482039,20,0.19281575296164583,
11.0,0.24102,20,0.09640787648082291,
11.0,0.24102,27,0.09640787648082291,
9.0,0.482039,24,0.19281575296164583,
11.0,0.626701,21,0.14136533283889868,
10.0,0.626701,24,0.14136533283889868,
13.0,0.0,20,0.0,
12.0,0.24102,16,0.048203938240411456,
12.0,0.305556,16,0.061111111111111116,
11.0,0.24102,16,0.09640787648082291,
12.0,0.626701,14,0.14136533283889868,
12.0,0.0,16,0.0,
10.0,0.24102,12,0.09640787648082291,
13.0,0.0,16,0.0,
11.0,0.305556,12,0.061111111111111116,
12.0,0.24102,14,0.048203938240411456,
11.0,0.0,16,0.0,
10.0,0.24102,12,0.048203938240411456,
12.0,0.305556,14,0.061111111111111116,
13.0,0.24102,20,0.09640787648082291,
11.0,0.626701,17,0.14136533283889868,
14.0,0.24102,24,0.0964078764808229,
13.0,0.482039,20,0.19281575296164583,
14.0,0.24102,20,0.0964078764808229,
13.0,0.24102,20,0.0964078764808229,
13.0,0.482039,24,0.19281575296164583,
13.0,0.194444,18,0.03888888888888889,
12.0,0.5,14,0.1,
11.0,0.194444,14,0.03888888888888889,
12.0,0.194444,14,0.03888888888888889,
9.0,0.5,12,0.1,
13.0,0.538051,21,0.12812766192931851,
11.0,0.538051,17,0.12812766192931851,
12.0,0.24102,24,0.048203938240411456,
11.0,0.482039,20,0.09640787648082291,
11.0,0.24102,20,0.048203938240411456,
13.0,0.24102,20,0.048203938240411456,
12.0,0.482039,18,0.09640787648082291,
14.0,0.626701,21,0.14136533283889866,
13.0,0.626701,17,0.14136533283889866,
13.0,0.538051,21,0.1281276619293185,
11.0,0.538051,17,0.1281276619293185,
11.0,0.982039,18,0.19640787648082292,
12.0,0.24102,20,0.048203938240411456,
10.0,0.482039,16,0.09640787648082291,
11.0,0.546576,16,0.10931504935152257,
11.0,0.482039,16,0.14461181472123436,
11.0,0.867721,14,0.18956927107931015,
11.0,0.482039,16,0.14461181472123436,
9.0,0.723059,12,0.2410196912020573,
12.0,0.435464,16,0.08709282712930035,
9.0,0.74102,12,0.14820393824041145,
11.0,0.77907,14,0.17633160016972999,
10.0,0.482039,16,0.09640787648082291,
8.0,0.723059,12,0.14461181472123436,
11.0,0.867721,14,0.1895692710793101,
11.0,0.600522,14,0.17633160016972993,
7.0,1.223059,9,0.2446118147212344,
13.0,0.24102,18,0.048203938240411456,
11.0,0.482039,14,0.14461181472123436,
12.0,0.435464,14,0.08709282712930035,
11.0,0.482039,14,0.09640787648082291,
11.0,0.600522,12,0.17633160016972993,
13.0,0.24102,18,0.048203938240411456,
11.0,0.546576,14,0.10931504935152257,
12.0,0.482039,14,0.14461181472123436,
11.0,0.482039,14,0.09640787648082291,
11.0,0.867721,12,0.1895692710793101,
9.0,0.482039,13,0.09640787648082291,
7.0,0.723059,9,0.14461181472123436,
12.0,0.24102,24,0.048203938240411456,
11.0,0.482039,20,0.09640787648082291,
12.0,0.482039,20,0.14461181472123436,
12.0,0.435464,20,0.08709282712930035,
12.0,0.77907,18,0.17633160016972999,
14.0,0.546576,21,0.10931504935152257,
12.0,0.74102,17,0.14820393824041145,
12.0,0.482039,21,0.14461181472123436,
10.0,0.723059,17,0.2410196912020573,
9.0,0.867721,18,0.18956927107931015,
13.0,0.24102,24,0.048203938240411456,
12.0,0.482039,20,0.09640787648082291,
13.0,0.546576,20,0.10931504935152257,
12.0,0.482039,20,0.14461181472123436,
12.0,0.867721,18,0.18956927107931015,
12.0,0.482039,21,0.14461181472123436,
10.0,0.723059,17,0.2410196912020573,
14.0,0.435464,21,0.08709282712930035,
12.0,0.74102,17,0.14820393824041145,
12.0,0.77907,18,0.17633160016972999,
9.0,0.482039,13,0.09640787648082291,
8.0,0.723059,9,0.14461181472123436,
12.0,0.867721,18,0.1895692710793101,
12.0,0.77907,18,0.17633160016972993,
7.0,1.223059,9,0.2446118147212344,
13.0,0.0,20,0.0,
12.0,0.24102,16,0.09640787648082291,
12.0,0.194444,16,0.03888888888888889,
12.0,0.24102,16,0.048203938240411456,
13.0,0.359502,14,0.1281276619293185,
12.0,0.0,16,0.0,
11.0,0.24102,12,0.048203938240411456,
11.0,0.0,16,0.0,
12.0,0.194444,12,0.03888888888888889,
13.0,0.24102,20,0.09640787648082291,
11.0,0.0,23,0.0,
10.0,0.24102,19,0.09640787648082291,
14.0,0.194444,20,0.03888888888888889,
12.0,0.24102,20,0.048203938240411456,
14.0,0.538051,17,0.1281276619293185,
11.0,0.0,16,0.0,
10.0,0.24102,12,0.048203938240411456,
9.0,0.0,12,0.0,
10.0,0.0,19,0.0,
10.0,0.24102,16,0.048203938240411456,
11.0,0.0,23,0.0,
12.0,0.194444,19,0.03888888888888889,
10.0,0.0,19,0.0,
9.0,0.0,26,0.0,
12.0,0.194444,23,0.03888888888888889,
12.0,0.24102,20,0.09640787648082291,
10.0,0.24102,23,0.09640787648082291,
12.0,0.0,16,0.0,
12.0,0.24102,12,0.09640787648082291,
12.0,0.0,12,0.0,
10.0,0.0,12,0.0,
12.0,0.24102,16,0.09640787648082291,
13.0,0.194444,14,0.03888888888888889,
11.0,0.194444,10,0.03888888888888889,
12.0,0.24102,20,0.048203938240411456,
11.0,0.24102,16,0.048203938240411456,
12.0,0.538051,17,0.1281276619293185,
12.0,0.24102,16,0.048203938240411456,
10.0,0.482039,12,0.14461181472123436,
11.0,0.435464,12,0.08709282712930035,
10.0,0.482039,12,0.09640787648082291,
11.0,0.600522,10,0.17633160016972993,
12.0,0.24102,14,0.048203938240411456,
11.0,0.482039,10,0.09640787648082291,
12.0,0.24102,20,0.048203938240411456,
12.0,0.435464,16,0.08709282712930035,
10.0,0.482039,17,0.14461181472123436,
12.0,0.24102,20,0.048203938240411456,
11.0,0.482039,16,0.14461181472123436,
14.0,0.435464,17,0.08709282712930035,
8.0,0.482039,9,0.09640787648082291,
10.0,0.77907,14,0.17633160016972993,
12.0,0.0,27,0.0,
12.0,0.305556,23,0.061111111111111116,
11.0,0.24102,23,0.0964078764808229,
11.0,0.24102,23,0.048203938240411456,
12.0,0.626701,21,0.14136533283889866,
11.0,0.0,23,0.0,
10.0,0.24102,19,0.048203938240411456,
11.0,0.0,23,0.0,
10.0,0.24102,19,0.0964078764808229,
12.0,0.305556,21,0.061111111111111116,
10.0,0.0,30,0.0,
11.0,0.305556,26,0.061111111111111116,
11.0,0.24102,27,0.0964078764808229,
11.0,0.24102,27,0.048203938240411456,
12.0,0.626701,24,0.14136533283889866,
12.0,0.0,23,0.0,
11.0,0.24102,19,0.048203938240411456,
10.0,0.0,19,0.0,
11.0,0.0,26,0.0,
11.0,0.24102,23,0.048203938240411456,
10.0,0.0,30,0.0,
9.0,0.24102,26,0.0964078764808229,
9.0,0.0,26,0.0,
8.0,0.0,33,0.0,
9.0,0.24102,30,0.0964078764808229,
13.0,0.305556,27,0.061111111111111116,
11.0,0.305556,30,0.061111111111111116,
11.0,0.0,23,0.0,
12.0,0.305556,19,0.061111111111111116,
11.0,0.0,19,0.0,
9.0,0.0,19,0.0,
11.0,0.305556,17,0.061111111111111116,
13.0,0.24102,27,0.0964078764808229,
11.0,0.24102,23,0.0964078764808229,
11.0,0.24102,27,0.048203938240411456,
10.0,0.24102,23,0.048203938240411456,
13.0,0.626701,24,0.14136533283889866,
11.0,0.24102,23,0.048203938240411456,
10.0,0.546576,19,0.10931504935152257,
10.0,0.482039,19,0.14461181472123436,
9.0,0.482039,19,0.09640787648082291,
10.0,0.867721,17,0.1895692710793101,
12.0,0.24102,21,0.048203938240411456,
11.0,0.482039,17,0.09640787648082291,
11.0,0.24102,27,0.048203938240411456,
10.0,0.482039,23,0.14461181472123436,
12.0,0.546576,24,0.10931504935152257,
11.0,0.24102,27,0.048203938240411456,
11.0,0.546576,23,0.10931504935152257,
