complexity,cost,feature_complexity,feature_cost,freqs
3.0,1.0,2,0.2,331
1.0,1.986758,1,0.39735171600677743,100
6.0,0.0,8,0.0,83
5.0,0.43236,5,0.08647214854111407,11
4.0,0.986758,2,0.19735171600677737,7
5.0,0.56764,5,0.11352785145888594,7
5.0,1.0,5,0.2,4
5.0,0.493379,5,0.09867585800338868,4
3.0,1.986758,2,0.39735171600677743,2
7.0,1.0,8,0.2,2
7.0,1.233628,9,0.2812471679412082,1
5.0,0.493379,5,0.09867585800338868,1
3.0,1.0,2,0.2,1
5.0,1.0,5,0.2,1
5.0,1.126155,5,0.2653141202662517,1
9.0,1.556456,7,0.33133291813651455,1
6.0,0.493379,5,0.19735171600677737,1
8.0,0.0,12,0.0,1
10.0,0.0,16,0.0,1
