complexity,cost,feature_complexity,feature_cost,freqs
7.0,0.256095,3,0.11201568156708909,168
6.0,0.06088,3,0.01217577706323687,151
9.0,0.03044,6,0.006087888531618435,89
4.0,0.12176,2,0.024351554126473742,80
3.0,0.452689,1,0.18886582763391146,27
10.0,0.0,9,0.0,15
7.0,0.06088,3,0.01217577706323687,14
8.0,0.248485,6,0.11201568156708909,6
9.0,0.05327,6,0.01217577706323687,5
9.0,0.03044,6,0.006087888531618435,3
7.0,0.12176,5,0.024351554126473742,1
12.0,0.02283,9,0.006087888531618435,1
13.0,0.112652,10,0.05887780152285607,1
