168,1,1,2,2,2,1,1,2,2,2
151,1,1,2,3,3,1,1,2,3,3
89,1,1,2,3,4,1,1,2,3,4
80,1,1,2,1,1,1,1,2,1,1
27,1,1,1,1,1,1,1,1,1,1
15,1,2,3,4,5,1,2,3,4,5
14,1,2,3,1,2,1,2,3,1,2
6,1,1,2,2,2,3,3,2,2,2
5,1,1,2,3,3,4,4,2,3,3
3,1,2,3,4,2,1,2,3,4,2
1,1,1,2,1,1,3,3,2,3,3
1,1,1,2,3,4,5,5,2,3,4
1,1,2,3,3,4,1,2,3,3,4
