151,1,1,2,3,3,1,1,2,3,3
143,1,1,1,2,2,1,1,1,2,2
88,1,1,2,1,1,1,1,2,1,1
65,1,1,1,1,1,1,1,1,1,1
63,1,2,3,4,4,1,2,3,4,4
15,1,2,3,1,2,1,2,3,1,2
14,1,2,3,4,5,1,2,3,4,5
7,1,1,2,3,3,1,1,2,4,4
4,1,1,1,2,2,1,1,1,3,3
4,1,2,3,4,2,1,2,3,4,2
2,1,2,3,1,4,1,2,3,1,4
1,1,1,2,3,4,1,1,2,3,4
1,1,2,1,3,3,1,2,1,3,3
