complexity,cost,feature_based_cost,freqs
8.0,0.160674,0.007662461335841992,136
9.0,0.145348,0.0,63
6.0,0.061488,0.015324922671683984,61
4.0,0.092324,0.015324922671683979,56
5.0,0.061672,0.0,50
4.0,0.260209,0.0,49
8.0,0.030836,0.0,48
9.0,0.04607,0.01532492267168398,15
7.0,0.046162,0.007662461335841992,12
11.0,0.030652,0.015324922671683979,11
7.0,0.046162,0.007662461335841992,8
11.0,0.030744,0.007662461335841992,3
8.0,0.197962,0.0,3
12.0,0.015418,0.0,3
8.0,0.207595,0.0,2
8.0,0.044852,0.0,2
7.0,0.061488,0.015324922671683984,1
12.0,0.022989,0.011493692003762985,1
6.0,0.16915,0.0,1
10.0,0.048026,0.0,1
10.0,0.030744,0.00766246133584199,1
9.0,0.202689,0.003831230667920995,1
9.0,0.030836,0.0,1
