complexity,cost,feature_based_cost,freqs
3.0,1.0,0.0,331
1.0,1.986758,0.0,100
6.0,0.0,0.0,83
5.0,0.43236,0.0,11
4.0,0.986758,0.0,7
5.0,0.56764,0.0,7
5.0,1.0,0.0,4
5.0,0.493379,0.0,4
3.0,1.986758,0.0,2
7.0,1.0,0.0,2
7.0,1.233628,0.0,1
5.0,0.493379,0.0,1
3.0,1.0,0.0,1
5.0,1.0,0.0,1
5.0,1.126155,0.0,1
9.0,1.556456,0.0,1
6.0,0.493379,0.0,1
8.0,0.0,0.0,1
10.0,0.0,0.0,1
