complexity,cost,feature_based_cost,freqs
3.0,1.0,1.0,331
1.0,1.986758,1.4440413610152492,100
6.0,0.0,0.0,83
5.0,0.43236,0.4323607427055703,11
4.0,0.986758,0.4440413610152491,7
5.0,0.56764,0.5676392572944297,7
5.0,1.0,1.0,4
5.0,0.493379,0.22202068050762452,4
3.0,1.986758,1.4440413610152492,2
7.0,1.0,1.0,2
7.0,1.233628,0.9622685839993882,1
5.0,0.493379,0.22202068050762452,1
3.0,1.0,1.0,1
5.0,1.0,1.0,1
5.0,1.126155,0.8547967075175671,1
9.0,1.556456,1.1494190342664081,1
6.0,0.493379,0.4933792900169435,1
8.0,0.0,0.0,1
10.0,0.0,0.0,1
