complexity,cost,feature_based_cost
12.0,0.0,0.0
12.0,0.281808,0.07045200892857142
11.0,0.247073,0.1235363877941775
16.0,0.247073,0.1235363877941775
12.0,0.615719,0.23740768815302077
16.0,0.247073,0.1235363877941775
15.0,0.494146,0.247072775588355
11.0,0.247073,0.1235363877941775
11.0,0.494146,0.247072775588355
12.0,0.615719,0.23740768815302077
12.0,0.218192,0.054547991071428575
11.0,0.5,0.125
13.0,0.565194,0.22804910841070306
13.0,0.565194,0.22804910841070306
9.0,0.994146,0.37207277558835505
12.0,0.0,0.0
13.0,0.247073,0.1235363877941775
9.0,0.247073,0.1235363877941775
11.0,0.218192,0.054547991071428575
11.0,0.565194,0.22804910841070306
14.0,0.0,0.0
14.0,0.247073,0.1235363877941775
12.0,0.247073,0.1235363877941775
13.0,0.218192,0.054547991071428575
13.0,0.565194,0.22804910841070306
12.0,0.281808,0.07045200892857142
10.0,0.5,0.125
11.0,0.0,0.0
11.0,0.281808,0.07045200892857142
14.0,0.247073,0.1235363877941775
11.0,0.247073,0.1235363877941775
11.0,0.615719,0.23740768815302077
12.0,0.247073,0.1235363877941775
10.0,0.494146,0.247072775588355
15.0,0.247073,0.1235363877941775
15.0,0.494146,0.247072775588355
12.0,0.615719,0.23740768815302077
13.0,0.0,0.0
12.0,0.281808,0.07045200892857142
13.0,0.247073,0.1235363877941775
15.0,0.247073,0.1235363877941775
13.0,0.615719,0.23740768815302077
14.0,0.247073,0.1235363877941775
15.0,0.494146,0.247072775588355
14.0,0.247073,0.1235363877941775
13.0,0.494146,0.247072775588355
9.0,0.615719,0.23740768815302077
12.0,0.218192,0.054547991071428575
10.0,0.5,0.125
12.0,0.565194,0.22804910841070306
13.0,0.565194,0.22804910841070306
9.0,0.994146,0.37207277558835505
14.0,0.0,0.0
12.0,0.247073,0.1235363877941775
14.0,0.247073,0.1235363877941775
13.0,0.218192,0.054547991071428575
13.0,0.565194,0.22804910841070306
15.0,0.0,0.0
12.0,0.218192,0.054547991071428575
14.0,0.0,0.0
12.0,0.247073,0.1235363877941775
15.0,0.247073,0.1235363877941775
15.0,0.0,0.0
14.0,0.247073,0.1235363877941775
15.0,0.247073,0.1235363877941775
14.0,0.218192,0.054547991071428575
13.0,0.565194,0.22804910841070306
11.0,0.0,0.0
9.0,0.247073,0.1235363877941775
13.0,0.247073,0.1235363877941775
11.0,0.218192,0.054547991071428575
11.0,0.565194,0.22804910841070306
11.0,0.0,0.0
9.0,0.218192,0.054547991071428575
11.0,0.0,0.0
12.0,0.247073,0.1235363877941775
10.0,0.247073,0.1235363877941775
13.0,0.0,0.0
11.0,0.247073,0.1235363877941775
13.0,0.247073,0.1235363877941775
11.0,0.218192,0.054547991071428575
10.0,0.565194,0.22804910841070306
12.0,0.281808,0.07045200892857142
10.0,0.5,0.125
11.0,0.281808,0.07045200892857142
13.0,0.281808,0.07045200892857142
11.0,0.5,0.125
13.0,0.0,0.0
12.0,0.281808,0.07045200892857142
16.0,0.247073,0.1235363877941775
13.0,0.247073,0.1235363877941775
13.0,0.615719,0.23740768815302077
13.0,0.0,0.0
11.0,0.247073,0.1235363877941775
15.0,0.0,0.0
14.0,0.247073,0.1235363877941775
13.0,0.281808,0.07045200892857142
13.0,0.0,0.0
12.0,0.281808,0.07045200892857142
14.0,0.247073,0.1235363877941775
14.0,0.247073,0.1235363877941775
11.0,0.615719,0.23740768815302077
14.0,0.247073,0.1235363877941775
13.0,0.494146,0.247072775588355
15.0,0.247073,0.1235363877941775
14.0,0.247073,0.1235363877941775
14.0,0.494146,0.247072775588355
14.0,0.247073,0.1235363877941775
15.0,0.494146,0.247072775588355
13.0,0.247073,0.1235363877941775
14.0,0.247073,0.1235363877941775
14.0,0.494146,0.247072775588355
9.0,0.615719,0.23740768815302077
11.0,0.615719,0.23740768815302077
11.0,0.0,0.0
11.0,0.281808,0.07045200892857142
11.0,0.247073,0.1235363877941775
14.0,0.247073,0.1235363877941775
11.0,0.615719,0.23740768815302077
11.0,0.0,0.0
12.0,0.247073,0.1235363877941775
14.0,0.0,0.0
12.0,0.247073,0.1235363877941775
11.0,0.281808,0.07045200892857142
9.0,0.0,0.0
9.0,0.281808,0.07045200892857142
10.0,0.247073,0.1235363877941775
13.0,0.247073,0.1235363877941775
10.0,0.615719,0.23740768815302077
15.0,0.247073,0.1235363877941775
15.0,0.494146,0.247072775588355
15.0,0.247073,0.1235363877941775
13.0,0.247073,0.1235363877941775
11.0,0.494146,0.247072775588355
12.0,0.247073,0.1235363877941775
10.0,0.494146,0.247072775588355
10.0,0.247073,0.1235363877941775
10.0,0.247073,0.1235363877941775
8.0,0.494146,0.247072775588355
12.0,0.615719,0.23740768815302077
10.0,0.615719,0.23740768815302077
12.0,0.218192,0.054547991071428575
10.0,0.5,0.125
11.0,0.218192,0.054547991071428575
14.0,0.218192,0.054547991071428575
11.0,0.5,0.125
13.0,0.565194,0.22804910841070306
13.0,0.565194,0.22804910841070306
12.0,0.565194,0.22804910841070306
10.0,0.565194,0.22804910841070306
9.0,0.994146,0.37207277558835505
12.0,0.281808,0.07045200892857142
11.0,0.563616,0.14090401785714285
11.0,0.528881,0.19398839672274892
13.0,0.528881,0.19398839672274892
10.0,0.897527,0.3078596970815922
13.0,0.528881,0.19398839672274892
12.0,0.775954,0.31752478451692645
11.0,0.528881,0.19398839672274892
9.0,0.775954,0.31752478451692645
10.0,0.897527,0.3078596970815922
10.0,0.5,0.125
9.0,0.781808,0.19545200892857142
10.0,0.847002,0.2985011173392745
10.0,0.847002,0.2985011173392745
7.0,1.275954,0.44252478451692645
13.0,0.281808,0.07045200892857142
13.0,0.528881,0.19398839672274892
11.0,0.528881,0.19398839672274892
10.0,0.5,0.125
9.0,0.847002,0.2985011173392745
13.0,0.281808,0.07045200892857142
11.0,0.528881,0.19398839672274892
13.0,0.528881,0.19398839672274892
10.0,0.5,0.125
9.0,0.847002,0.2985011173392745
9.0,0.563616,0.14090401785714285
7.0,0.781808,0.19545200892857142
12.0,0.281808,0.07045200892857142
10.0,0.563616,0.14090401785714285
14.0,0.528881,0.19398839672274892
11.0,0.528881,0.19398839672274892
11.0,0.897527,0.3078596970815922
12.0,0.528881,0.19398839672274892
10.0,0.775954,0.31752478451692645
13.0,0.528881,0.19398839672274892
13.0,0.775954,0.31752478451692645
9.0,0.897527,0.3078596970815922
12.0,0.281808,0.07045200892857142
10.0,0.563616,0.14090401785714285
11.0,0.528881,0.19398839672274892
14.0,0.528881,0.19398839672274892
11.0,0.897527,0.3078596970815922
13.0,0.528881,0.19398839672274892
13.0,0.775954,0.31752478451692645
12.0,0.528881,0.19398839672274892
10.0,0.775954,0.31752478451692645
9.0,0.897527,0.3078596970815922
8.0,0.5,0.125
7.0,0.781808,0.19545200892857142
9.0,0.847002,0.2985011173392745
9.0,0.847002,0.2985011173392745
7.0,1.275954,0.44252478451692645
12.0,0.0,0.0
14.0,0.247073,0.1235363877941775
11.0,0.247073,0.1235363877941775
11.0,0.218192,0.054547991071428575
12.0,0.565194,0.22804910841070306
14.0,0.0,0.0
13.0,0.218192,0.054547991071428575
11.0,0.0,0.0
9.0,0.247073,0.1235363877941775
13.0,0.247073,0.1235363877941775
12.0,0.0,0.0
14.0,0.247073,0.1235363877941775
12.0,0.247073,0.1235363877941775
11.0,0.218192,0.054547991071428575
11.0,0.565194,0.22804910841070306
11.0,0.0,0.0
10.0,0.218192,0.054547991071428575
9.0,0.0,0.0
12.0,0.0,0.0
9.0,0.218192,0.054547991071428575
12.0,0.0,0.0
12.0,0.247073,0.1235363877941775
14.0,0.0,0.0
12.0,0.0,0.0
13.0,0.247073,0.1235363877941775
12.0,0.247073,0.1235363877941775
13.0,0.247073,0.1235363877941775
11.0,0.0,0.0
