complexity,cost,feature_based_cost,freqs
3.0,1.0,0.1,331
1.0,1.986758,0.5933792900169435,100
6.0,0.0,0.0,83
5.0,0.43236,0.043236074270557034,11
4.0,0.986758,0.4933792900169434,7
5.0,0.56764,0.05676392572944297,7
5.0,1.0,0.1,4
5.0,0.493379,0.24668964500847174,4
3.0,1.986758,0.5933792900169435,2
7.0,1.0,0.1,2
7.0,1.233628,0.39838832614644837,1
5.0,0.493379,0.24668964500847174,1
3.0,1.0,0.1,1
5.0,1.0,0.1,1
5.0,1.126155,0.4001541256464335,1
9.0,1.556456,0.49676670783168847,1
6.0,0.493379,0.2713586095093189,1
8.0,0.0,0.0,1
10.0,0.0,0.0,1
