complexity,cost,feature_based_cost,freqs
6.0,0.041696,0.0020847194499889117,151
7.0,0.187231,0.009361261211740359,143
4.0,0.083392,0.006254158349966735,88
3.0,0.333407,0.0239783848526186,65
9.0,0.020848,0.0010423597249944558,63
7.0,0.041696,0.004169438899977823,15
10.0,0.0,0.0,14
9.0,0.041696,0.0020847194499889117,7
8.0,0.187231,0.009361261211740359,4
9.0,0.020848,0.0020847194499889117,4
9.0,0.020848,0.0020847194499889117,2
9.0,0.020848,0.0010423597249944558,1
11.0,0.103959,0.005197765121377547,1
