complexity,cost,feature_based_cost,freqs
3.0,1.0,0.0,331
1.0,1.986758,0.49337929001694336,100
6.0,0.0,0.0,83
5.0,0.43236,0.0,11
4.0,0.986758,0.49337929001694336,7
5.0,0.56764,0.0,7
5.0,1.0,0.0,4
5.0,0.493379,0.2466896450084717,4
3.0,1.986758,0.49337929001694336,2
7.0,1.0,0.0,2
7.0,1.233628,0.33299396810713866,1
5.0,0.493379,0.2466896450084717,1
3.0,1.0,0.0,1
5.0,1.0,0.0,1
5.0,1.126155,0.3468972871606578,1
9.0,1.556456,0.4201382885888006,1
6.0,0.493379,0.2466896450084717,1
8.0,0.0,0.0,1
10.0,0.0,0.0,1
