complexity,cost,feature_based_cost,freqs
1.0,1.964078,0.5116801700521968,310
3.0,1.0,0.02,109
6.0,0.964078,0.4916801700521968,32
6.0,0.0,0.0,31
3.0,1.964078,0.5116801700521968,20
4.0,0.964078,0.4916801700521968,12
5.0,1.482039,0.2658400850260984,3
6.0,0.964078,0.4916801700521968,2
5.0,0.964078,0.4916801700521968,2
5.0,1.464078,0.5016801700521968,2
5.0,0.482039,0.24584008502609841,2
14.0,0.0,0.0,2
5.0,1.464078,0.5016801700521968,1
8.0,0.723059,0.3687601275391476,1
3.0,1.0,0.02,1
5.0,1.0,0.02,1
5.0,1.482039,0.2658400850260984,1
7.0,1.0,0.02,1
8.0,1.60874,0.42573535009666325,1
7.0,0.723059,0.3687601275391476,1
