complexity,cost,feature_based_cost
1.0,1.964078,0.9820393824041147
3.0,1.0,0.5
6.0,0.964078,0.48203938240411454
6.0,0.0,0.0
3.0,1.964078,0.9820393824041147
4.0,0.964078,0.48203938240411454
5.0,1.482039,0.7410196912020574
6.0,0.964078,0.48203938240411454
5.0,0.964078,0.48203938240411454
5.0,1.464078,0.7320393824041146
5.0,0.482039,0.24101969120205724
14.0,0.0,0.0
5.0,1.464078,0.7320393824041146
8.0,0.723059,0.36152953680308586
3.0,1.0,0.5
5.0,1.0,0.5
5.0,1.482039,0.7410196912020574
7.0,1.0,0.5
8.0,1.60874,0.804370168940084
7.0,0.723059,0.36152953680308586
