complexity,cost,feature_based_cost,freqs
3.0,1.0,0.30999999999999994,331
1.0,1.986758,0.5862924024094883,100
6.0,0.0,0.03,83
5.0,0.43236,0.15106100795755967,11
4.0,0.986758,0.3062924024094883,7
5.0,0.56764,0.1889389920424403,7
5.0,1.0,0.29702917771883286,4
5.0,0.493379,0.16814620120474413,4
3.0,1.986758,0.5562924024094883,2
7.0,1.0,0.27999999999999997,2
7.0,1.233628,0.40690410520526793,1
5.0,0.493379,0.16814620120474413,1
3.0,1.0,0.27999999999999997,1
5.0,1.0,0.27999999999999997,1
5.0,1.126155,0.38941485131449005,1
9.0,1.556456,0.4793390380025727,1
6.0,0.493379,0.2766896450084717,1
8.0,0.0,0.023514588859416444,1
10.0,0.0,0.015,1
