complexity,cost,feature_based_cost,freqs
3.0,1.0,0.6666666666666667,331
1.0,1.986758,0.9955861933446292,100
6.0,0.0,0.0,83
5.0,0.43236,0.28824049513704686,11
4.0,0.986758,0.3289195266779623,7
5.0,0.56764,0.37842617152961977,7
5.0,1.0,0.6666666666666667,4
5.0,0.493379,0.16445976333898116,4
3.0,1.986758,0.9955861933446292,2
7.0,1.0,0.6666666666666667,2
7.0,1.233628,0.6579583656668235,1
5.0,0.493379,0.16445976333898116,1
3.0,1.0,0.6666666666666667,1
5.0,1.0,0.6666666666666667,1
5.0,1.126155,0.5863104480122762,1
9.0,1.556456,0.7909483206784527,1
6.0,0.493379,0.3289195266779623,1
8.0,0.0,0.0,1
10.0,0.0,0.0,1
