complexity,cost,feature_based_cost,freqs
7.0,0.0,0.0,116
3.0,1.0,0.25,89
3.0,0.988291,0.247072775588355,49
5.0,0.494146,0.1235363877941775,47
1.0,1.988291,0.4970727755883551,42
5.0,0.5,0.125,28
7.0,0.5,0.125,26
3.0,1.0,0.25,23
7.0,1.0,0.25,20
5.0,1.0,0.25,13
10.0,0.5,0.125,13
5.0,0.436384,0.10909598214285715,11
12.0,0.0,0.0,11
5.0,1.0,0.25,10
5.0,0.494146,0.1235363877941775,9
9.0,0.718192,0.17954799107142858,6
8.0,0.5,0.125,3
9.0,0.5,0.125,3
9.0,0.0,0.0,3
7.0,0.718192,0.17954799107142858,2
9.0,0.247073,0.06176819389708875,2
9.0,0.0,0.0,2
9.0,0.218192,0.054547991071428575,2
9.0,0.0,0.0,2
5.0,1.0,0.25,1
7.0,0.436384,0.10909598214285715,1
7.0,0.718192,0.17954799107142858,1
7.0,0.436384,0.10909598214285715,1
9.0,0.436384,0.10909598214285715,1
7.0,0.741218,0.18530458169126623,1
7.0,0.712338,0.17808437886560607,1
9.0,0.247073,0.06176819389708875,1
10.0,0.247073,0.06176819389708875,1
9.0,0.247073,0.06176819389708875,1
12.0,0.465265,0.11631618496851732,1
7.0,0.563616,0.14090401785714285,1
7.0,0.5,0.125,1
7.0,0.5,0.125,1
10.0,0.5,0.125,1
10.0,0.5,0.125,1
9.0,0.0,0.0,1
