complexity,cost,feature_based_cost,freqs
3.0,1.0,0.019999999999999997,331
1.0,1.986758,0.5232468758172824,100
6.0,0.0,0.0,83
5.0,0.43236,0.008647214854111405,11
4.0,0.986758,0.5032468758172823,7
5.0,0.56764,0.011352785145888594,7
5.0,1.0,0.019999999999999997,4
5.0,0.493379,0.25162343790864117,4
3.0,1.986758,0.5232468758172824,2
7.0,1.0,0.019999999999999997,2
7.0,1.233628,0.35100663261517007,1
5.0,0.493379,0.25162343790864117,1
3.0,1.0,0.019999999999999997,1
5.0,1.0,0.019999999999999997,1
5.0,1.126155,0.36248244775798244,1
9.0,1.556456,0.4428646617876324,1
6.0,0.493379,0.25162343790864117,1
8.0,0.0,0.0,1
10.0,0.0,0.0,1
