complexity,cost,feature_based_cost,freqs
1.0,1.964078,0.8838354441637031,310
3.0,1.0,0.45000000000000007,109
6.0,0.964078,0.43383544416370307,32
6.0,0.0,0.0,31
3.0,1.964078,0.8838354441637031,20
4.0,0.964078,0.43383544416370307,12
5.0,1.482039,0.6669177220818516,3
6.0,0.964078,0.43383544416370307,2
5.0,0.964078,0.43383544416370307,2
5.0,1.464078,0.6588354441637031,2
5.0,0.482039,0.21691772208185153,2
14.0,0.0,0.0,2
5.0,1.464078,0.6588354441637031,1
8.0,0.723059,0.3253765831227773,1
3.0,1.0,0.45000000000000007,1
5.0,1.0,0.45000000000000007,1
5.0,1.482039,0.6669177220818516,1
7.0,1.0,0.45000000000000007,1
8.0,1.60874,0.7239331520460754,1
7.0,0.723059,0.3253765831227773,1
