complexity,cost,feature_based_cost,freqs
6.0,0.041696,0.0416744289199379,151
7.0,0.187231,0.0758772551815995,143
4.0,0.083392,0.05334885783987581,88
3.0,0.333407,0.13338220964207617,65
9.0,0.020848,0.03583721445996896,63
7.0,0.041696,0.0416744289199379,15
10.0,0.0,0.030000000000000002,14
9.0,0.041696,0.04104901308494123,7
8.0,0.187231,0.07525183934660283,4
9.0,0.020848,0.03583721445996896,4
9.0,0.020848,0.03583721445996896,2
9.0,0.020848,0.03583721445996896,1
11.0,0.103959,0.05581697219550104,1
