complexity,cost,feature_based_cost,freqs
18.0,0.21656,0.21591063887753717,6
17.0,0.139478,0.13907218607167107,5
20.0,0.209182,0.20855469282114156,5
28.0,0.212324,0.21170563116147884,4
14.0,0.271119,0.2703512712931351,4
14.0,0.260469,0.2596972817955049,4
20.0,0.439206,0.4379071871868522,3
22.0,0.394179,0.3930164294585318,3
24.0,0.365048,0.3639504923175819,3
24.0,0.332991,0.33198932143510185,3
23.0,0.386945,0.3858026841267635,3
22.0,0.343351,0.34234104672146937,3
27.0,0.279931,0.2791098904114415,3
16.0,0.199974,0.19938473393358797,3
17.0,0.155807,0.15538876663432083,3
16.0,0.219542,0.21888961512770647,3
22.0,0.161743,0.16126068208063982,3
9.0,0.645282,0.6433355687917526,2
19.0,0.439206,0.4379071871868522,2
21.0,0.515169,0.5136415251823657,2
19.0,0.32262,0.32165287689147337,2
26.0,0.332991,0.33198932143510185,2
23.0,0.209818,0.20919527192773857,2
16.0,0.741693,0.7394585664958702,2
13.0,0.439974,0.43864479912534987,2
21.0,0.509369,0.5078569001736236,2
22.0,0.464342,0.4629661424453032,2
17.0,0.333703,0.3327012716776585,2
23.0,0.343351,0.34234104672146937,2
13.0,0.278231,0.27744298268118095,2
13.0,0.261902,0.26112640211853116,2
17.0,0.278231,0.27744298268118095,2
16.0,0.200714,0.2000992940951011,2
18.0,0.148695,0.148297055246275,2
17.0,0.229404,0.22871543386459614,2
16.0,0.347645,0.34660642223958615,2
15.0,0.226654,0.22598132651575226,2
22.0,0.236302,0.23562110155956317,2
16.0,0.238871,0.23820306260222107,2
18.0,0.212164,0.21153366907131085,2
18.0,0.184055,0.18355310580532372,2
25.0,0.172882,0.17238994524953535,2
20.0,0.157613,0.1571479469427633,2
25.0,0.175114,0.17459399353613314,2
25.0,0.113878,0.11356688551270307,2
19.0,0.228221,0.22754907310459083,2
22.0,0.157672,0.15719929164963903,2
27.0,0.070618,0.0704115162732764,2
28.0,0.289659,0.2888166917664375,2
32.0,0.03537,0.03526644067049749,2
8.0,0.648265,0.6463145450419221,1
11.0,0.524292,0.5227104730679187,1
14.0,0.485122,0.4836575907973926,1
19.0,0.475621,0.47421473729316743,1
14.0,0.434029,0.43270117041217765,1
15.0,0.368302,0.3671877073517982,1
19.0,0.560197,0.5585322829106859,1
21.0,0.46983,0.46843923774630614,1
16.0,0.4602,0.4588173533641908,1
16.0,0.306152,0.3052144426026271,1
22.0,0.306098,0.3051825107945104,1
21.0,0.547226,0.5456026960648459,1
17.0,0.537579,0.5359629210210349,1
15.0,0.505539,0.5040196408002504,1
22.0,0.426236,0.42497760034101195,1
23.0,0.424745,0.42348811221592725,1
24.0,0.424745,0.42348811221592725,1
24.0,0.426236,0.42497760034101195,1
23.0,0.394179,0.3930164294585318,1
24.0,0.394179,0.3930164294585318,1
23.0,0.357236,0.3561858825913866,1
19.0,0.383098,0.38194753409169474,1
20.0,0.381606,0.38045804596661004,1
25.0,0.33225,0.3312747612735887,1
24.0,0.36961,0.36851062859512435,1
28.0,0.363557,0.3624610041924972,1
28.0,0.332991,0.33198932143510185,1
21.0,0.313493,0.3125970567248556,1
20.0,0.261124,0.2603236848743068,1
27.0,0.221624,0.22105287047320596,1
25.0,0.325387,0.32444987704413636,1
31.0,0.26107,0.2602917530661901,1
11.0,0.433721,0.43242688057942735,1
16.0,0.344787,0.3437629557380737,1
13.0,0.3202,0.3192682933883634,1
12.0,0.31273,0.3118017848555935,1
13.0,0.327626,0.32668924509521713,1
13.0,0.311297,0.3103726645325673,1
14.0,0.308314,0.3073936882823981,1
15.0,0.250801,0.2500601166706504,1
15.0,0.267871,0.2670912573948133,1
16.0,0.295453,0.2945710026336436,1
18.0,0.312829,0.3118989403792007,1
24.0,0.278512,0.2776554627463689,1
19.0,0.28713,0.2862964842966257,1
15.0,0.277482,0.2766567092528148,1
21.0,0.285696,0.2848673639735994,1
17.0,0.276049,0.27522758892978855,1
24.0,0.164706,0.16424226824976554,1
18.0,0.206592,0.20595789437745718,1
20.0,0.175913,0.17539352378057488,1
30.0,0.275936,0.2751352893196135,1
24.0,0.271006,0.2702223799511686,1
28.0,0.23661,0.23582652107635593,1
24.0,0.269572,0.2687932596281424,1
21.0,0.259925,0.25915348458433146,1
25.0,0.196429,0.19584406981054964,1
19.0,0.200188,0.19957338754562323,1
30.0,0.209818,0.20919527192773857,1
25.0,0.209818,0.20919527192773857,1
21.0,0.138952,0.13854627952219314,1
19.0,0.225113,0.22445052669653248,1
28.0,0.172726,0.17223744916817457,1
23.0,0.219294,0.21862646814124956,1
28.0,0.210624,0.21000937801782446,1
25.0,0.240818,0.24010040398870514,1
35.0,0.351708,0.3506610919404835,1
21.0,0.341177,0.34017154016194456,1
22.0,0.341235,0.34023190796400304,1
23.0,0.281481,0.28063392026359923,1
24.0,0.274103,0.2732779742072037,1
28.0,0.162784,0.16229397730126693,1
23.0,0.216047,0.21551067403258412,1
22.0,0.174432,0.17391397510169304,1
24.0,0.116101,0.11576333735054678,1
16.0,0.74026,0.7380294461728438,1
14.0,0.705855,0.7037219673538962,1
15.0,0.38124,0.380099556933496,1
24.0,0.403523,0.4023098007937459,1
18.0,0.555285,0.5536073037841639,1
17.0,0.479515,0.4780679345458544,1
18.0,0.451037,0.4496958038304914,1
15.0,0.441407,0.4400739194483761,1
12.0,0.442956,0.44162377537551906,1
20.0,0.448112,0.4467771953823805,1
16.0,0.425483,0.42419714168090844,1
17.0,0.380219,0.37904681142494606,1
18.0,0.392418,0.3912506568497192,1
19.0,0.357091,0.3560137184989943,1
17.0,0.318983,0.31801970340151603,1
13.0,0.476236,0.4748481247911982,1
14.0,0.337483,0.33647732818168824,1
19.0,0.53783,0.5362111402272909,1
23.0,0.509369,0.5078569001736236,1
26.0,0.482232,0.4807726007735065,1
30.0,0.400616,0.39944622226695303,1
22.0,0.388379,0.3872318044497897,1
19.0,0.39806,0.39690547688049344,1
19.0,0.378749,0.3776099200676744,1
23.0,0.381267,0.38014009306174384,1
23.0,0.319379,0.3184400867001644,1
24.0,0.30824,0.3073108235312688,1
25.0,0.319813,0.3188487503699642,1
25.0,0.265955,0.26517758840292965,1
15.0,0.437521,0.4362091542745241,1
24.0,0.437449,0.4361593318047119,1
22.0,0.168483,0.1679824984793648,1
23.0,0.488686,0.48723859341152276,1
23.0,0.46285,0.4614766543202185,1
29.0,0.464342,0.4629661424453032,1
23.0,0.457229,0.45587443105725733,1
18.0,0.332212,0.3312117835525738,1
25.0,0.343351,0.34234104672146937,1
26.0,0.343351,0.34234104672146937,1
25.0,0.299307,0.29830541280284584,1
33.0,0.307464,0.30645569972157205,1
23.0,0.336239,0.3352493353334235,1
24.0,0.336239,0.3352493353334235,1
26.0,0.336239,0.3352493353334235,1
27.0,0.334748,0.3337598472083388,1
27.0,0.336239,0.3352493353334235,1
29.0,0.334748,0.3337598472083388,1
33.0,0.300352,0.2993639883335262,1
25.0,0.340426,0.33942243827335844,1
25.0,0.334805,0.33382021501039727,1
19.0,0.325176,0.32419833062828196,1
26.0,0.281422,0.2805993785365262,1
31.0,0.251265,0.25044310460556773,1
28.0,0.272819,0.27201817902339565,1
30.0,0.265441,0.2646622329670001,1
23.0,0.291844,0.29098761112874305,1
27.0,0.282163,0.28131393869803933,1
25.0,0.271024,0.27018467552914377,1
34.0,0.282163,0.28131393869803933,1
34.0,0.282163,0.28131393869803933,1
35.0,0.280672,0.2798244505729547,1
30.0,0.273294,0.27246850451655913,1
26.0,0.275051,0.27422222730999346,1
30.0,0.27356,0.2727327391849088,1
28.0,0.220927,0.22028683067460927,1
27.0,0.219436,0.21879734254952463,1
33.0,0.219436,0.21879734254952463,1
27.0,0.209788,0.20915756750571374,1
36.0,0.220927,0.22028683067460927,1
41.0,0.219436,0.21879734254952463,1
41.0,0.220927,0.22028683067460927,1
19.0,0.26139,0.2606047225224591,1
21.0,0.210297,0.20964830213724425,1
26.0,0.162336,0.1618850171857018,1
25.0,0.158708,0.1582609691576251,1
27.0,0.149061,0.1486211941138142,1
22.0,0.161278,0.160842930200283,1
29.0,0.150105,0.14967976964449464,1
20.0,0.260283,0.2595052698528143,1
23.0,0.19276,0.19218821439745334,1
25.0,0.210242,0.2096163703291276,1
21.0,0.199095,0.19847816182938427,1
12.0,0.421001,0.41974551293984325,1
12.0,0.382893,0.38175149784236495,1
16.0,0.391844,0.39071213234861923,1
14.0,0.25479,0.25403469073048535,1
18.0,0.25479,0.25403469073048535,1
16.0,0.244412,0.24368187776222489,1
18.0,0.192902,0.19233468436890577,1
15.0,0.285744,0.28489303482778716,1
15.0,0.257487,0.2567183055453356,1
18.0,0.243117,0.2423325636448551,1
18.0,0.241578,0.24089706752852003,1
21.0,0.218471,0.21780110935277142,1
20.0,0.166835,0.16624948375246018,1
18.0,0.235841,0.23511433294241008,1
20.0,0.217043,0.21641587465775086,1
21.0,0.200714,0.2000992940951011,1
19.0,0.209931,0.20932416326970507,1
22.0,0.146126,0.1457150942036171,1
25.0,0.144635,0.14422560607853244,1
23.0,0.16311,0.16270656830842356,1
19.0,0.129384,0.12900149843345593,1
36.0,0.141317,0.1409411091898794,1
20.0,0.124988,0.12462452862722966,1
23.0,0.307819,0.30690590236958337,1
18.0,0.291623,0.29074129538158017,1
14.0,0.258827,0.2580995689773259,1
14.0,0.239498,0.23878612150281125,1
21.0,0.174587,0.17406547706769876,1
18.0,0.190527,0.18998074956585,1
19.0,0.135851,0.13549226025921604,1
18.0,0.285891,0.2850282117825671,1
28.0,0.235841,0.23513036692803263,1
22.0,0.185778,0.18526641946039094,1
33.0,0.163467,0.16297399573570703,1
24.0,0.347645,0.34660642223958615,1
20.0,0.35604,0.35501806796368224,1
