complexity,cost,feature_based_cost,freqs
1.0,1.964078,0.3599420541463041,310
3.0,1.0,0.09,109
6.0,0.964078,0.2699420541463041,32
6.0,0.0,0.03,31
3.0,1.964078,0.3299420541463041,20
4.0,0.964078,0.29994205414630415,12
5.0,1.482039,0.19497102707315206,3
6.0,0.964078,0.2699420541463041,2
5.0,0.964078,0.28494205414630414,2
5.0,1.464078,0.29994205414630415,2
5.0,0.482039,0.16497102707315206,2
14.0,0.0,0.0,2
5.0,1.464078,0.29994205414630415,1
8.0,0.723059,0.2024565406097281,1
3.0,1.0,0.06,1
5.0,1.0,0.06,1
5.0,1.482039,0.19497102707315206,1
7.0,1.0,0.06,1
8.0,1.60874,0.29739173905089133,1
7.0,0.723059,0.21745654060972808,1
