complexity,cost,feature_based_cost,freqs
8.0,0.160674,0.0074783198962182825,136
9.0,0.145348,0.004413335361881485,63
6.0,0.061488,0.006129969068673594,61
4.0,0.092324,0.006129969068673592,56
5.0,0.061672,0.0,50
4.0,0.260209,0.00875800810965242,49
8.0,0.030836,0.0,48
9.0,0.04607,0.006129969068673593,15
7.0,0.046162,0.0030649845343367972,12
11.0,0.030652,0.006129969068673592,11
7.0,0.046162,0.0030649845343367972,8
11.0,0.030744,0.0030649845343367972,3
8.0,0.197962,0.0063900669643180506,3
12.0,0.015418,0.0,3
8.0,0.207595,0.006781276507215855,2
8.0,0.044852,0.0,2
7.0,0.061488,0.006129969068673594,1
12.0,0.022989,0.004597476801505194,1
6.0,0.16915,0.004774570578961304,1
10.0,0.048026,0.0,1
10.0,0.030744,0.0030649845343367964,1
9.0,0.202689,0.00812661286150858,1
9.0,0.030836,0.0,1
