complexity,cost,feature_based_cost,freqs
3.0,1.0,0.9999999999999999,331
1.0,1.986758,1.9867585800338872,100
6.0,0.0,0.0,83
5.0,0.43236,0.4323607427055703,11
4.0,0.986758,0.9867585800338867,7
5.0,0.56764,0.5676392572944297,7
5.0,1.0,0.9999999999999999,4
5.0,0.493379,0.4933792900169434,4
3.0,1.986758,1.9867585800338872,2
7.0,1.0,0.9999999999999999,2
7.0,1.233628,1.233627193508707,1
5.0,0.493379,0.4933792900169434,1
3.0,1.0,0.9999999999999999,1
5.0,1.0,0.9999999999999999,1
5.0,1.126155,1.1261553170268859,1
9.0,1.556456,1.5564569485303865,1
6.0,0.493379,0.4933792900169434,1
8.0,0.0,0.0,1
10.0,0.0,0.0,1
