complexity,cost,feature_based_cost,freqs
7.0,0.256095,0.5,168
6.0,0.06088,0.5,151
9.0,0.03044,0.5,89
4.0,0.12176,0.5,80
3.0,0.452689,0.5,27
10.0,0.0,0.5,15
7.0,0.06088,0.5,14
8.0,0.248485,0.4847802786709539,6
9.0,0.05327,0.4847802786709539,5
9.0,0.03044,0.5,3
7.0,0.12176,0.4695605573419079,1
12.0,0.02283,0.4847802786709539,1
13.0,0.112652,0.5,1
