complexity,cost,feature_based_cost,freqs
8.0,0.160674,0.017866033028021658,136
9.0,0.145348,0.013575054679950143,63
6.0,0.061488,0.010431991734685427,61
4.0,0.092324,0.01228202677322782,56
5.0,0.061672,0.003700070077084793,50
4.0,0.260209,0.02524547108428171,49
8.0,0.030836,0.0018500350385423966,48
9.0,0.04607,0.009506974215414228,15
7.0,0.046162,0.006141013386613913,12
11.0,0.030652,0.00858195669614303,11
7.0,0.046162,0.006141013386613911,8
11.0,0.030744,0.0052159958673427135,3
8.0,0.197962,0.01890616320439833,3
12.0,0.015418,0.0009250175192711982,3
8.0,0.207595,0.019914362559833514,2
8.0,0.044852,0.002690960056061667,2
7.0,0.061488,0.010431991734685427,1
12.0,0.022989,0.006436467522107272,1
6.0,0.16915,0.015400336294871897,1
10.0,0.048026,0.0028814011918562353,1
10.0,0.030744,0.005215995867342713,1
9.0,0.202689,0.02109994179080697,1
9.0,0.030836,0.0018500350385423966,1
