complexity,cost,feature_based_cost,freqs
3.0,1.0,0.24999999999999997,331
1.0,1.986758,0.4966896450084717,100
6.0,0.0,0.0,83
5.0,0.43236,0.10809018567639257,11
4.0,0.986758,0.24668964500847168,7
5.0,0.56764,0.1419098143236074,7
5.0,1.0,0.24999999999999997,4
5.0,0.493379,0.12334482250423585,4
3.0,1.986758,0.4966896450084717,2
7.0,1.0,0.24999999999999997,2
7.0,1.233628,0.3515589599265102,1
5.0,0.493379,0.12334482250423585,1
3.0,1.0,0.24999999999999997,1
5.0,1.0,0.24999999999999997,1
5.0,1.126155,0.3316426503328146,1
9.0,1.556456,0.41416614767064314,1
6.0,0.493379,0.2466896450084717,1
8.0,0.0,0.0,1
10.0,0.0,0.0,1
