complexity,cost,feature_based_cost,freqs
7.0,0.0,0.0,116
3.0,1.0,0.3333333333333333,89
3.0,0.988291,0.32943036745113996,49
5.0,0.494146,0.16471518372556998,47
1.0,1.988291,0.6627637007844733,42
5.0,0.5,0.16666666666666666,28
7.0,0.5,0.16666666666666666,26
3.0,1.0,0.3333333333333333,23
7.0,1.0,0.3333333333333333,20
5.0,1.0,0.3333333333333333,13
10.0,0.5,0.16666666666666666,13
5.0,0.436384,0.14546130952380953,11
12.0,0.0,0.0,11
5.0,1.0,0.3333333333333333,10
5.0,0.494146,0.16471518372556998,9
9.0,0.718192,0.23939732142857142,6
8.0,0.5,0.16666666666666666,3
9.0,0.5,0.16666666666666666,3
9.0,0.0,0.0,3
7.0,0.718192,0.23939732142857142,2
9.0,0.247073,0.08235759186278499,2
9.0,0.0,0.0,2
9.0,0.218192,0.07273065476190477,2
9.0,0.0,0.0,2
5.0,1.0,0.3333333333333333,1
7.0,0.436384,0.14546130952380953,1
7.0,0.718192,0.23939732142857142,1
7.0,0.436384,0.14546130952380953,1
9.0,0.436384,0.14546130952380953,1
7.0,0.741218,0.24707277558835497,1
7.0,0.712338,0.23744583848747475,1
9.0,0.247073,0.08235759186278499,1
10.0,0.247073,0.08235759186278499,1
9.0,0.247073,0.08235759186278499,1
12.0,0.465265,0.15508824662468976,1
7.0,0.563616,0.18787202380952378,1
7.0,0.5,0.16666666666666666,1
7.0,0.5,0.16666666666666666,1
10.0,0.5,0.16666666666666666,1
10.0,0.5,0.16666666666666666,1
9.0,0.0,0.0,1
