1,2
2,2
3,4
5,1
6,1
7,1
8,2
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,2
25,2
26,2
27,1
28,2
29,1
30,2
31,4
32,1
33,1
34,3
35,1
36,2
37,2
39,2
40,2
41,1
42,1
43,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,2
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,2
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
102,1
103,1
104,1
105,1
106,1
107,1
108,2
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,13
132,1
133,1
134,1
135,6
136,1
137,6
138,1
139,1
141,2
142,1
143,1
144,2
145,2
146,2
147,2
148,1
149,5
150,2
151,1
152,2
153,18
154,1
155,1
156,1
157,4
158,2
159,1
160,1
161,1
162,2
163,2
164,1
165,1
166,1
167,1
168,2
169,5
170,4
171,1
172,16
173,1
174,2
175,1
176,1
177,1
178,6
179,1
180,1
181,5
182,1
183,1
184,2
185,1
186,1
187,1
188,15
189,1
191,1
192,5
193,2
194,2
195,1
196,2
197,1
198,1
199,1
200,2
201,4
202,1
203,1
205,1
206,2
207,2
208,2
209,1
210,1
211,1
212,2
213,2
214,1
215,1
217,2
218,6
219,1
220,1
221,1
222,5
223,1
224,2
225,5
226,2
227,1
228,1
229,1
231,2
232,1
233,1
234,1
235,2
236,1
237,1
238,1
239,5
240,2
241,2
242,2
243,1
244,1
245,1
246,2
247,1
248,1
249,1
250,2
251,6
252,1
253,2
254,2
255,4
257,5
258,1
259,1
260,1
261,1
263,1
264,1
266,1
267,1
268,1
269,5
270,7
271,1
272,1
273,1
274,1
275,1
276,5
277,2
278,5
279,2
280,2
281,2
282,12
283,4
284,1
285,1
286,2
287,7
288,1
289,1
291,1
292,1
293,2
294,1
295,2
296,1
297,1
298,1
299,1
300,1
302,1
303,1
304,1
305,2
306,1
307,1
308,11
310,2
311,4
312,1
313,1
314,1
315,1
316,1
317,2
318,1
319,1
320,5
321,1
322,1
323,5
324,1
325,1
326,1
327,1
328,1
329,1
330,1
331,1
332,2
334,1
335,1
336,1
337,2
338,1
339,1
340,1
342,1
343,6
344,5
345,1
346,1
347,5
348,1
349,1
350,1
351,1
352,2
353,2
354,1
355,1
356,7
357,2
358,5
359,1
360,5
361,1
362,1
363,1
364,1
365,1
366,2
367,2
368,2
369,4
370,1
371,1
372,1
373,1
374,2
376,1
377,2
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,2
386,1
387,5
388,2
389,2
391,1
392,1
393,1
394,2
395,2
396,5
397,1
398,1
399,2
400,2
401,2
402,1
403,2
404,2
405,4
406,2
407,1
408,1
409,1
410,1
411,1
412,4
413,2
414,2
415,1
416,2
417,2
419,4
420,1
421,1
422,4
423,19
424,8
425,1
426,2
427,1
428,1
429,1
430,5
431,10
432,17
433,10
434,1
435,2
436,11
439,9
440,1
441,3
442,6
444,3
445,3
446,3
447,1
448,8
449,3
450,3
451,2
452,3
453,3
454,3
456,3
457,4
458,12
459,4
460,4
461,3
462,2
464,3
465,4
466,14
467,6
468,3
469,3
470,3
471,1
472,1
473,1
474,2
475,4
476,2
477,4
478,3
479,4
480,3
481,3
482,3
483,3
484,9
485,6
486,2
487,2
488,4
489,4
490,3
491,4
492,4
493,3
494,6
495,2
496,2
497,1
498,3
499,1
500,2
501,6
502,6
504,3
505,3
506,4
507,4
508,4
509,1
510,3
511,3
513,3
514,3
515,20
517,1
518,2
519,3
520,1
