1,4
2,5
3,3
5,12
7,6
8,1
9,7
10,8
11,22
12,9
13,10
14,25
15,26
16,11
17,29
18,31
19,14
20,32
21,33
22,15
23,2
24,34
25,35
26,39
27,41
28,43
29,38
30,16
31,40
32,44
33,46
34,48
35,49
40,53
41,51
42,18
43,18
45,52
46,55
47,54
48,56
49,57
50,59
51,58
53,19
54,19
55,7
57,60
58,61
59,63
60,21
61,20
62,78
63,20
64,64
65,62
66,73
68,72
69,74
70,21
71,68
72,70
74,66
75,8
76,69
77,65
78,67
81,71
82,75
83,9
84,76
85,10
86,77
88,79
89,80
90,81
91,82
92,83
93,86
94,87
95,88
96,89
97,84
98,85
99,91
100,90
102,92
103,94
105,93
106,97
107,98
109,95
110,96
111,99
112,100
113,101
114,102
115,23
116,105
117,106
118,103
119,104
120,108
121,23
122,110
123,109
124,107
125,111
126,112
127,113
128,114
129,115
130,116
131,117
132,119
133,118
134,120
135,121
136,122
137,123
138,124
139,125
144,126
145,24
146,24
148,127
151,128
152,129
153,130
154,140
155,134
156,135
157,136
158,131
159,132
160,133
161,137
162,138
163,139
164,141
165,142
166,151
167,154
168,143
169,144
170,145
171,11
172,146
173,149
174,150
175,148
176,147
177,152
178,153
179,155
180,156
181,157
182,159
183,160
184,173
185,177
186,193
187,196
188,158
189,27
191,27
192,190
193,161
194,176
195,174
196,175
197,13
198,13
199,13
200,179
201,180
202,178
203,162
205,164
206,168
207,169
208,170
209,28
210,163
211,165
212,167
213,171
214,28
215,166
217,172
218,187
219,181
220,182
221,183
222,185
223,186
224,188
225,184
226,189
227,191
228,192
232,194
234,195
235,197
236,199
237,198
238,200
239,201
240,202
241,203
243,204
244,207
245,206
246,205
249,2
250,208
251,210
252,30
253,211
254,212
255,213
257,215
259,6
260,216
261,217
263,14
264,223
266,15
267,2
268,226
269,218
270,219
271,220
273,30
274,209
275,227
276,214
277,221
278,222
279,224
281,228
282,229
283,230
284,225
285,2
286,232
287,231
288,233
289,235
292,234
293,236
295,237
296,238
297,239
299,241
300,240
302,37
303,250
304,253
305,1
306,265
307,36
308,243
310,1
311,3
312,17
313,261
314,269
315,271
316,274
317,280
318,257
319,259
320,260
321,42
322,17
323,258
324,42
325,17
326,244
327,245
329,248
330,249
331,251
332,16
335,247
336,252
337,1
338,246
339,36
340,242
342,37
343,254
344,256
345,255
346,263
347,267
348,268
349,264
350,266
351,262
353,281
355,45
356,272
359,45
360,270
361,273
362,275
363,276
364,277
365,278
366,279
367,282
368,283
369,284
370,286
371,288
372,287
373,285
376,289
377,290
378,292
379,293
380,291
381,294
383,299
384,304
386,295
387,297
388,300
389,310
391,302
392,301
393,296
394,298
395,307
396,305
397,306
398,303
399,314
400,308
401,313
402,309
403,311
404,312
406,315
407,316
408,317
410,318
412,319
414,320
415,321
416,322
419,323
422,324
425,325
426,326
427,327
428,328
429,329
430,330
431,331
432,332
433,333
434,334
435,335
436,336
439,337
440,338
441,339
442,343
444,345
445,340
446,341
447,342
448,346
449,344
450,347
452,348
453,349
454,350
456,351
457,352
458,353
459,354
460,355
461,356
462,363
464,360
465,47
466,374
467,365
468,364
469,359
470,358
471,361
472,357
474,362
475,47
476,366
477,376
478,368
479,367
481,369
482,370
483,371
484,373
485,372
486,375
487,379
488,380
489,377
490,378
492,381
493,382
494,383
495,384
496,392
497,388
498,387
500,389
501,385
502,386
504,390
505,391
506,393
507,394
508,395
509,396
510,397
513,398
514,50
515,401
517,399
519,50
520,400
