complexity,cost,freqs,feature_complexity,feature_cost
18.0,0.0,151.0,28,0.0
17.0,0.010424,143.0,24,0.00047540513910354333
17.0,0.0,88.0,24,2.9882608743651105e-05
19.0,0.010424,65.0,22,0.0005227679533859525
17.0,0.0,63.0,24,2.9882608743651105e-05
14.0,0.0,15.0,20,5.976521748730221e-05
19.0,0.010424,14.0,22,0.0005227679533859525
17.0,0.010424,7.0,24,0.00047540513910354333
15.0,0.020848,4.0,20,0.0009508102782070867
19.0,0.010424,4.0,22,0.0005103655501810594
19.0,0.010424,2.0,22,0.0005103655501810594
13.0,0.020848,1.0,17,0.0010105754956943888
17.0,0.010424,1.0,24,0.005202290522190208
16.0,0.010424,,20,0.005232173130933859
16.0,0.020848,,20,0.0056776956612937515
18.0,0.020848,,18,0.005712656072371268
17.0,0.0,,24,2.9882608743651105e-05
16.0,0.010424,,20,0.0005052877478471944
16.0,0.0,,20,5.976521748730221e-05
18.0,0.010424,,18,0.0005526505621296035
18.0,0.010424,,22,0.005249653336472617
15.0,0.010424,,18,0.005279535945216268
19.0,0.010424,,25,0.0005103655501810594
18.0,0.020848,,21,0.0009857706892846027
17.0,0.010424,,24,0.005202290522190208
15.0,0.020848,,20,0.010404581044380416
16.0,0.010424,,20,0.005232173130933859
17.0,0.010424,,20,0.005232173130933859
16.0,0.020848,,18,0.010451943858662825
16.0,0.020848,,20,0.0056776956612937515
14.0,0.031272,,16,0.010879986183483958
18.0,0.020848,,18,0.005712656072371268
19.0,0.020848,,21,0.005712656072371268
17.0,0.010424,,24,0.00047540513910354333
16.0,0.020848,,20,0.0009508102782070867
16.0,0.010424,,20,0.0005052877478471944
18.0,0.020848,,18,0.0009981730924894959
16.0,0.010424,,20,0.0005052877478471944
13.0,0.010424,,16,0.0005351703565908456
18.0,0.020848,,18,0.0009981730924894959
16.0,0.020848,,20,0.0009508102782070867
14.0,0.031272,,16,0.00142621541731063
18.0,0.020848,,18,0.0009857706892846027
18.0,0.020848,,18,0.0009857706892846027
12.0,0.031272,,13,0.0014859806347979323
14.0,0.041696,,18,0.011355391322587503
13.0,0.05212,,14,0.011830796461691046
20.0,0.010424,,25,0.0005227679533859525
19.0,0.020848,,21,0.0009981730924894959
19.0,0.010424,,21,0.0005526505621296035
19.0,0.020848,,19,0.001045535906771905
17.0,0.0,,24,2.9882608743651105e-05
17.0,0.010424,,20,0.005232173130933859
16.0,0.0,,20,5.976521748730221e-05
15.0,0.0,,20,5.976521748730221e-05
16.0,0.010424,,18,0.005279535945216268
16.0,0.010424,,20,0.0005052877478471944
14.0,0.010424,,16,0.0005351703565908456
18.0,0.010424,,18,0.0005526505621296035
18.0,0.010424,,22,0.005249653336472617
16.0,0.020848,,18,0.010451943858662825
15.0,0.010424,,18,0.005279535945216268
16.0,0.010424,,18,0.005279535945216268
13.0,0.020848,,16,0.010499306672945234
