complexity,cost,freqs,feature_complexity,feature_cost
13.0,0.247073,,17,0.2686213097257023
11.0,0.218192,,17,0.136310962427606
10.0,0.565194,,14,0.34921633006237984
12.0,0.281808,,18,0.1325812244818664
10.0,0.5,,14,0.19843528207348943
11.0,0.281808,,14,0.1573861380242726
13.0,0.281808,,18,0.1573861380242726
11.0,0.5,,15,0.23890614553611678
13.0,0.0,,24,0.024804913542406177
12.0,0.281808,,20,0.1098593869024308
16.0,0.247073,,24,0.2192976805284965
13.0,0.247073,,20,0.14472690132412697
13.0,0.615719,,18,0.29813968013273473
13.0,0.0,,20,0.0547909549157618
11.0,0.247073,,16,0.17471294269748258
15.0,0.0,,24,0.0547909549157618
14.0,0.247073,,24,0.2492837219018521
13.0,0.281808,,18,0.1573861380242726
13.0,0.0,,24,0.049609827084812354
12.0,0.281808,,20,0.134664300444837
14.0,0.247073,,21,0.2634401818947528
14.0,0.247073,,21,0.18886940269038333
11.0,0.615719,,18,0.3555987175006177
14.0,0.247073,,21,0.16406448914797714
13.0,0.494146,,17,0.2839864769296979
15.0,0.247073,,21,0.19405053052133275
14.0,0.247073,,21,0.18886940269038333
14.0,0.494146,,18,0.3281289782959543
14.0,0.247073,,21,0.23863526835234666
15.0,0.494146,,21,0.43312803533843697
13.0,0.247073,,17,0.2686213097257023
14.0,0.247073,,21,0.2634401818947528
14.0,0.494146,,18,0.4772705367046933
9.0,0.615719,,18,0.3307938039582115
11.0,0.615719,,18,0.35559871750061767
11.0,0.0,,20,0.024804913542406177
11.0,0.281808,,16,0.1098593869024308
11.0,0.247073,,16,0.14472690132412697
14.0,0.247073,,20,0.2192976805284965
11.0,0.615719,,14,0.2981396801327347
11.0,0.0,,16,0.0547909549157618
12.0,0.247073,,16,0.2492837219018521
14.0,0.0,,20,0.0547909549157618
12.0,0.247073,,16,0.17471294269748258
11.0,0.281808,,14,0.1573861380242726
9.0,0.0,,16,0.049609827084812354
9.0,0.281808,,12,0.134664300444837
10.0,0.247073,,14,0.18886940269038333
13.0,0.247073,,17,0.2634401818947528
10.0,0.615719,,14,0.35559871750061767
15.0,0.247073,,21,0.23863526835234666
15.0,0.494146,,21,0.43312803533843697
15.0,0.247073,,21,0.2686213097257023
13.0,0.247073,,17,0.2634401818947528
11.0,0.494146,,18,0.4772705367046933
12.0,0.247073,,18,0.16406448914797714
10.0,0.494146,,14,0.2839864769296979
10.0,0.247073,,14,0.19405053052133275
10.0,0.247073,,14,0.18886940269038333
8.0,0.494146,,12,0.3281289782959543
12.0,0.615719,,18,0.33079380395821156
10.0,0.615719,,14,0.3555987175006177
12.0,0.218192,,21,0.10632492105425037
10.0,0.5,,17,0.19137939441427498
11.0,0.218192,,17,0.136310962427606
14.0,0.218192,,21,0.136310962427606
11.0,0.5,,15,0.23890614553611678
13.0,0.565194,,18,0.31923028868902426
13.0,0.565194,,18,0.34921633006237984
12.0,0.565194,,18,0.31923028868902426
10.0,0.565194,,14,0.34921633006237984
9.0,0.994146,,15,0.4562838683065077
12.0,0.281808,,20,0.08505447336002463
11.0,0.563616,,16,0.17010894672004925
