complexity,cost,freqs,feature_complexity,feature_cost
14.0,0.027903,,14,0.004685524376393523
15.0,0.016073,,20,0.0019550673660100274
14.0,0.023081,,16,0.0019550673660100274
13.0,0.023736,,16,0.003910134732020055
13.0,0.033783,,17,0.004685524376393523
15.0,0.026485,,18,0.004611632044153204
12.0,0.034148,,14,0.006566699410163231
15.0,0.027657,,18,0.0019550673660100274
14.0,0.034665,,14,0.0019550673660100274
15.0,0.039833,,18,0.005061487109328705
16.0,0.007008,,24,0.0
14.0,0.015418,,20,0.0
13.0,0.015418,,20,0.0
14.0,0.027002,,18,0.0
15.0,0.015418,,20,0.0
12.0,0.023828,,16,0.0
15.0,0.027002,,18,0.0
15.0,0.015418,,20,0.0
13.0,0.023828,,16,0.0
14.0,0.027002,,18,0.0
15.0,0.027002,,18,0.0
11.0,0.040648,,14,0.0
14.0,0.014671,,20,0.0019550673660100274
12.0,0.023081,,16,0.0019550673660100274
13.0,0.023081,,16,0.0019550673660100274
13.0,0.034665,,14,0.0019550673660100274
15.0,0.02583,,18,0.0026565646781431767
14.0,0.03424,,14,0.0026565646781431767
15.0,0.014671,,20,0.0019550673660100274
14.0,0.023081,,16,0.0019550673660100274
13.0,0.023081,,16,0.0019550673660100274
13.0,0.034665,,14,0.0019550673660100274
15.0,0.02583,,18,0.0026565646781431767
12.0,0.03424,,14,0.0026565646781431767
15.0,0.02583,,21,0.0026565646781431767
14.0,0.03424,,17,0.0026565646781431767
15.0,0.039178,,18,0.003106419743318678
13.0,0.054127,,15,0.0034388236397356105
16.0,0.01771,,22,0.0027304570103834956
15.0,0.025373,,18,0.004685524376393523
15.0,0.02612,,18,0.0027304570103834956
15.0,0.025373,,18,0.004685524376393522
15.0,0.036533,,16,0.005387021688526672
15.0,0.02612,,18,0.0027304570103834956
14.0,0.033783,,14,0.004685524376393523
15.0,0.037704,,16,0.0027304570103834956
15.0,0.036533,,19,0.005387021688526672
15.0,0.04988,,16,0.005836876753702173
16.0,0.018822,,25,0.0026565646781431767
14.0,0.02583,,21,0.0026565646781431767
14.0,0.026485,,21,0.004611632044153204
11.0,0.036533,,22,0.005387021688526673
15.0,0.026485,,21,0.004611632044153204
12.0,0.034148,,17,0.006566699410163231
13.0,0.036533,,22,0.005387021688526673
15.0,0.027232,,21,0.0026565646781431767
12.0,0.03424,,17,0.0026565646781431767
14.0,0.037645,,22,0.0053131293562863535
15.0,0.037645,,22,0.0053131293562863535
10.0,0.049566,,15,0.006566699410163231
16.0,0.016661,,22,0.0
14.0,0.025071,,18,0.0
14.0,0.025071,,18,0.0
11.0,0.036655,,16,0.0
15.0,0.025071,,18,0.0
12.0,0.033481,,14,0.0
13.0,0.036655,,16,0.0
15.0,0.025071,,18,0.0
12.0,0.033481,,14,0.0
14.0,0.036655,,16,0.0
15.0,0.036655,,16,0.0
10.0,0.050301,,12,0.0
14.0,0.043824,,19,0.004784540190319368
12.0,0.052234,,15,0.004784540190319368
15.0,0.007663,,24,0.0019550673660100274
14.0,0.015326,,20,0.003910134732020055
14.0,0.016073,,20,0.0019550673660100274
15.0,0.026485,,18,0.004611632044153204
14.0,0.014671,,20,0.0019550673660100274
11.0,0.023081,,16,0.0019550673660100274
15.0,0.025373,,18,0.004685524376393523
14.0,0.015326,,20,0.003910134732020055
13.0,0.022989,,16,0.005865202098030082
15.0,0.026485,,18,0.004611632044153204
15.0,0.019493,,18,0.004685524376393524
10.0,0.038407,,13,0.005865202098030082
14.0,0.016073,,20,0.0019550673660100274
13.0,0.023736,,16,0.003910134732020055
13.0,0.023081,,16,0.0019550673660100274
14.0,0.033783,,14,0.004685524376393523
15.0,0.027657,,18,0.0019550673660100274
13.0,0.034665,,14,0.0019550673660100274
14.0,0.015326,,20,0.003910134732020055
13.0,0.022989,,16,0.005865202098030082
13.0,0.023736,,16,0.003910134732020055
14.0,0.034148,,14,0.006566699410163231
15.0,0.025373,,21,0.004685524376393524
13.0,0.033783,,17,0.004685524376393524
15.0,0.026485,,18,0.004611632044153204
14.0,0.034148,,14,0.006566699410163231
13.0,0.053116,,15,0.006662536048560367
16.0,0.018822,,22,0.0026565646781431767
15.0,0.026485,,18,0.004611632044153204
14.0,0.027232,,18,0.0026565646781431767
15.0,0.026485,,18,0.004611632044153204
14.0,0.037645,,16,0.0053131293562863535
15.0,0.02583,,18,0.0026565646781431767
13.0,0.03424,,14,0.0026565646781431767
16.0,0.030653,,16,0.005387021688526673
15.0,0.036533,,19,0.005387021688526673
16.0,0.01771,,22,0.0027304570103834956
15.0,0.025373,,18,0.004685524376393522
15.0,0.02612,,18,0.0027304570103834956
14.0,0.025373,,18,0.004685524376393522
14.0,0.036533,,16,0.005387021688526672
15.0,0.02612,,18,0.0027304570103834956
13.0,0.033783,,14,0.004685524376393522
16.0,0.036533,,16,0.005387021688526673
15.0,0.037704,,16,0.0027304570103834956
12.0,0.030744,,17,0.003910134732020056
11.0,0.038407,,13,0.005865202098030082
11.0,0.039154,,13,0.003910134732020056
11.0,0.038407,,13,0.005865202098030082
11.0,0.049566,,11,0.006566699410163232
16.0,0.03217,,22,0.0031064197433186775
14.0,0.039178,,18,0.0031064197433186775
15.0,0.039833,,18,0.005061487109328706
13.0,0.04988,,19,0.005836876753702174
16.0,0.029364,,22,0.0032408596089775104
14.0,0.037774,,18,0.0032408596089775104
15.0,0.037774,,18,0.0032408596089775104
13.0,0.049358,,16,0.0032408596089775104
10.0,0.059644,,13,0.005865202098030082
16.0,0.018822,,22,0.0026565646781431767
15.0,0.026485,,18,0.004611632044153204
15.0,0.027232,,18,0.0026565646781431767
14.0,0.037645,,16,0.0053131293562863535
15.0,0.02583,,18,0.0026565646781431767
12.0,0.03424,,14,0.0026565646781431767
15.0,0.036533,,16,0.005387021688526672
15.0,0.026485,,18,0.004611632044153204
14.0,0.034148,,14,0.006566699410163231
15.0,0.037645,,16,0.0053131293562863535
16.0,0.030653,,16,0.005387021688526672
11.0,0.049566,,11,0.006566699410163232
15.0,0.047119,,19,0.0034388236397356105
13.0,0.054127,,15,0.0034388236397356105
12.0,0.061473,,13,0.0053131293562863535
11.0,0.076573,,9,0.006702925077874446
16.0,0.007663,,24,0.0019550673660100274
15.0,0.015326,,20,0.003910134732020055
15.0,0.016073,,20,0.0019550673660100274
15.0,0.015326,,20,0.003910134732020055
15.0,0.026485,,18,0.004611632044153204
13.0,0.015326,,20,0.003910134732020055
12.0,0.022989,,16,0.005865202098030082
15.0,0.014671,,20,0.0019550673660100274
13.0,0.023081,,16,0.0019550673660100274
14.0,0.025373,,18,0.004685524376393523
14.0,0.015326,,20,0.003910134732020055
13.0,0.022989,,16,0.005865202098030082
14.0,0.026485,,18,0.004611632044153204
15.0,0.025373,,18,0.004685524376393522
11.0,0.038407,,13,0.005865202098030082
14.0,0.014671,,20,0.0019550673660100274
14.0,0.023081,,16,0.0019550673660100274
12.0,0.022334,,16,0.003910134732020055
13.0,0.022334,,16,0.003910134732020055
13.0,0.033493,,14,0.004611632044153204
15.0,0.025373,,18,0.004685524376393523
14.0,0.033036,,14,0.00664059174240355
15.0,0.025373,,21,0.004685524376393524
12.0,0.033036,,17,0.00664059174240355
15.0,0.024324,,18,0.0019550673660100274
13.0,0.032734,,14,0.0019550673660100274
15.0,0.037027,,18,0.005195926974987538
13.0,0.015326,,20,0.003910134732020055
12.0,0.022989,,16,0.005865202098030082
13.0,0.023736,,16,0.003910134732020055
12.0,0.022989,,16,0.005865202098030082
12.0,0.034148,,14,0.006566699410163231
12.0,0.022989,,16,0.005865202098030082
9.0,0.030652,,12,0.00782026946404011
13.0,0.022334,,16,0.003910134732020055
11.0,0.030744,,12,0.003910134732020055
12.0,0.033036,,14,0.00664059174240355
12.0,0.022989,,16,0.005865202098030082
11.0,0.030652,,12,0.00782026946404011
12.0,0.034148,,14,0.006566699410163231
12.0,0.033036,,14,0.006640591742403551
8.0,0.04607,,9,0.00782026946404011
14.0,0.025373,,21,0.004685524376393524
13.0,0.033783,,17,0.004685524376393524
12.0,0.033036,,17,0.006640591742403551
13.0,0.033036,,17,0.006640591742403551
12.0,0.044196,,15,0.0073420890545367
15.0,0.016073,,20,0.0019550673660100274
13.0,0.023736,,16,0.003910134732020055
12.0,0.023736,,16,0.003910134732020055
14.0,0.023081,,16,0.0019550673660100274
13.0,0.033783,,14,0.004685524376393523
13.0,0.023081,,16,0.0019550673660100274
10.0,0.030744,,12,0.003910134732020055
14.0,0.033783,,14,0.004685524376393523
14.0,0.032734,,14,0.0019550673660100274
15.0,0.027657,,18,0.0019550673660100274
14.0,0.034665,,14,0.0019550673660100274
13.0,0.034665,,14,0.0019550673660100274
12.0,0.044318,,12,0.0019550673660100274
15.0,0.026485,,21,0.004611632044153204
12.0,0.034148,,17,0.006566699410163231
15.0,0.039833,,18,0.005061487109328705
14.0,0.026485,,21,0.004611632044153204
13.0,0.034148,,17,0.006566699410163231
12.0,0.034148,,17,0.006566699410163231
13.0,0.033493,,17,0.004611632044153204
12.0,0.044196,,15,0.007342089054536699
11.0,0.038407,,14,0.005865202098030082
8.0,0.04607,,10,0.00782026946404011
15.0,0.026485,,18,0.004611632044153204
14.0,0.034148,,14,0.006566699410163231
14.0,0.033493,,14,0.004611632044153204
14.0,0.044196,,12,0.007342089054536699
16.0,0.018822,,25,0.0026565646781431767
14.0,0.02583,,21,0.0026565646781431767
15.0,0.026485,,21,0.004611632044153204
13.0,0.036533,,22,0.005387021688526673
14.0,0.026485,,21,0.004611632044153204
12.0,0.034148,,17,0.006566699410163231
11.0,0.036533,,22,0.005387021688526673
15.0,0.027232,,21,0.0026565646781431767
12.0,0.03424,,17,0.0026565646781431767
15.0,0.037645,,22,0.0053131293562863535
14.0,0.037645,,22,0.0053131293562863535
10.0,0.049566,,15,0.006566699410163231
15.0,0.02583,,21,0.0026565646781431767
13.0,0.033493,,17,0.004611632044153204
14.0,0.03424,,17,0.0026565646781431767
12.0,0.044653,,18,0.0053131293562863535
14.0,0.035484,,19,0.0026565646781431767
11.0,0.043894,,15,0.0026565646781431767
15.0,0.026485,,21,0.004611632044153204
13.0,0.033493,,17,0.004611632044153204
13.0,0.034148,,17,0.006566699410163231
10.0,0.044196,,18,0.0073420890545366985
15.0,0.036533,,19,0.005387021688526673
12.0,0.044196,,15,0.0073420890545367
13.0,0.048186,,19,0.005897424287120687
16.0,0.037645,,19,0.0053131293562863535
13.0,0.044653,,15,0.0053131293562863535
16.0,0.007008,,24,0.0
14.0,0.014671,,20,0.0019550673660100274
15.0,0.015418,,20,0.0
15.0,0.014671,,20,0.0019550673660100274
15.0,0.02583,,18,0.0026565646781431767
15.0,0.014671,,20,0.0019550673660100274
13.0,0.022334,,16,0.003910134732020055
13.0,0.014016,,20,0.0
12.0,0.022426,,16,0.0
14.0,0.024718,,18,0.0027304570103834956
14.0,0.014671,,20,0.0019550673660100274
13.0,0.022334,,16,0.003910134732020055
15.0,0.02583,,18,0.0026565646781431767
14.0,0.024718,,18,0.0027304570103834956
11.0,0.037752,,13,0.003910134732020056
14.0,0.015418,,20,0.0
14.0,0.023081,,16,0.0019550673660100274
12.0,0.022426,,16,0.0
13.0,0.023081,,16,0.0019550673660100274
13.0,0.033128,,14,0.0027304570103834956
15.0,0.02583,,18,0.0026565646781431767
14.0,0.033493,,14,0.004611632044153204
15.0,0.027002,,18,0.0
12.0,0.03401,,14,0.0
15.0,0.02583,,21,0.0026565646781431767
13.0,0.033493,,17,0.004611632044153204
15.0,0.039178,,18,0.0031064197433186775
13.0,0.015418,,20,0.0
12.0,0.023081,,16,0.0019550673660100274
12.0,0.023828,,16,0.0
13.0,0.023081,,16,0.0019550673660100274
12.0,0.03424,,14,0.0026565646781431767
13.0,0.023081,,16,0.0019550673660100274
11.0,0.030744,,12,0.003910134732020055
12.0,0.022426,,16,0.0
9.0,0.030836,,12,0.0
12.0,0.033128,,14,0.0027304570103834956
12.0,0.023081,,16,0.0019550673660100274
11.0,0.030744,,12,0.003910134732020055
12.0,0.03424,,14,0.0026565646781431767
12.0,0.033128,,14,0.0027304570103834956
8.0,0.046162,,9,0.003910134732020056
14.0,0.027002,,18,0.0
13.0,0.034665,,14,0.0019550673660100274
12.0,0.03401,,14,0.0
13.0,0.034665,,14,0.0019550673660100274
12.0,0.044712,,12,0.0027304570103834956
15.0,0.015418,,20,0.0
13.0,0.023081,,16,0.0019550673660100274
14.0,0.023081,,16,0.0019550673660100274
12.0,0.022426,,16,0.0
13.0,0.033128,,14,0.0027304570103834956
13.0,0.023828,,16,0.0
11.0,0.030836,,12,0.0
14.0,0.03424,,14,0.0026565646781431767
14.0,0.03424,,17,0.0026565646781431767
15.0,0.027002,,18,0.0
12.0,0.03401,,14,0.0
15.0,0.02583,,21,0.0026565646781431767
14.0,0.03424,,17,0.0026565646781431767
13.0,0.033493,,17,0.004611632044153204
12.0,0.044653,,18,0.0053131293562863535
15.0,0.039178,,18,0.003106419743318678
14.0,0.027002,,18,0.0
13.0,0.034665,,14,0.0019550673660100274
13.0,0.034665,,14,0.0019550673660100274
12.0,0.03401,,14,0.0
12.0,0.044712,,12,0.0027304570103834956
11.0,0.040648,,14,0.0
8.0,0.047656,,10,0.0
13.0,0.054127,,15,0.0034388236397356075
15.0,0.02583,,18,0.0026565646781431767
14.0,0.033493,,14,0.004611632044153204
14.0,0.03424,,14,0.0026565646781431767
13.0,0.044653,,10,0.0053131293562863535
13.0,0.054127,,15,0.0034388236397356105
9.0,0.068481,,8,0.0053131293562863535
16.0,0.016661,,22,0.0
14.0,0.025071,,18,0.0
15.0,0.025071,,18,0.0
13.0,0.036655,,16,0.0
14.0,0.025071,,18,0.0
12.0,0.033481,,14,0.0
11.0,0.036655,,16,0.0
15.0,0.025071,,18,0.0
12.0,0.033481,,14,0.0
15.0,0.036655,,16,0.0
14.0,0.036655,,16,0.0
10.0,0.050301,,12,0.0
15.0,0.024324,,18,0.0019550673660100274
13.0,0.032734,,14,0.0019550673660100274
14.0,0.032734,,14,0.0019550673660100274
12.0,0.044318,,12,0.0019550673660100274
14.0,0.035484,,19,0.0026565646781431767
11.0,0.043894,,15,0.0026565646781431767
15.0,0.024324,,18,0.0019550673660100274
13.0,0.032734,,14,0.0019550673660100274
13.0,0.032734,,14,0.0019550673660100274
10.0,0.044318,,10,0.0019550673660100274
15.0,0.035484,,16,0.0026565646781431767
12.0,0.043894,,12,0.0026565646781431767
13.0,0.048831,,16,0.0031064197433186775
16.0,0.035484,,16,0.0026565646781431767
13.0,0.043894,,12,0.0026565646781431767
11.0,0.06378,,13,0.0034388236397356105
16.0,0.01771,,22,0.0027304570103834956
15.0,0.025373,,18,0.004685524376393523
15.0,0.02612,,18,0.0027304570103834956
15.0,0.025373,,18,0.004685524376393523
15.0,0.036533,,16,0.005387021688526672
14.0,0.025373,,18,0.004685524376393523
12.0,0.033036,,14,0.0066405917424035505
14.0,0.024718,,18,0.0027304570103834956
12.0,0.033128,,14,0.0027304570103834956
12.0,0.03542,,16,0.005460914020766991
15.0,0.025373,,18,0.004685524376393523
14.0,0.033036,,14,0.0066405917424035505
14.0,0.036533,,16,0.005387021688526673
14.0,0.03542,,16,0.005460914020766991
11.0,0.048454,,11,0.006640591742403551
15.0,0.02612,,18,0.0027304570103834956
14.0,0.033783,,14,0.004685524376393523
13.0,0.033783,,14,0.004685524376393523
13.0,0.033128,,14,0.0027304570103834956
11.0,0.04383,,10,0.005460914020766991
15.0,0.037704,,16,0.0027304570103834956
12.0,0.044712,,12,0.0027304570103834956
15.0,0.036533,,19,0.005387021688526672
12.0,0.044196,,15,0.0073420890545366985
15.0,0.04988,,16,0.005836876753702174
16.0,0.036533,,16,0.005387021688526672
15.0,0.044196,,12,0.007342089054536699
14.0,0.043824,,19,0.004784540190319368
13.0,0.051487,,15,0.006739607556329396
12.0,0.052234,,15,0.004784540190319368
13.0,0.062647,,13,0.007441104868462545
15.0,0.007008,,24,0.0
14.0,0.015418,,20,0.0
15.0,0.015418,,20,0.0
15.0,0.027002,,18,0.0
15.0,0.015418,,20,0.0
12.0,0.023828,,16,0.0
15.0,0.027002,,18,0.0
12.0,0.015418,,20,0.0
11.0,0.023828,,16,0.0
14.0,0.027002,,18,0.0
14.0,0.027002,,18,0.0
11.0,0.040648,,14,0.0
14.0,0.014671,,20,0.0019550673660100274
13.0,0.023081,,16,0.0019550673660100274
11.0,0.023081,,16,0.0019550673660100274
13.0,0.034665,,14,0.0019550673660100274
15.0,0.02583,,18,0.0026565646781431767
12.0,0.03424,,14,0.0026565646781431767
15.0,0.014671,,20,0.0019550673660100274
13.0,0.023081,,16,0.0019550673660100274
14.0,0.023081,,16,0.0019550673660100274
14.0,0.034665,,14,0.0019550673660100274
15.0,0.02583,,18,0.0026565646781431767
13.0,0.03424,,14,0.0026565646781431767
14.0,0.02583,,21,0.0026565646781431767
12.0,0.03424,,17,0.0026565646781431767
14.0,0.039178,,18,0.003106419743318678
13.0,0.054127,,15,0.0034388236397356075
14.0,0.014016,,20,0.0
11.0,0.022426,,16,0.0
13.0,0.022426,,16,0.0
12.0,0.03401,,14,0.0
13.0,0.022426,,16,0.0
11.0,0.030836,,12,0.0
12.0,0.03401,,14,0.0
11.0,0.022426,,16,0.0
8.0,0.030836,,12,0.0
12.0,0.03401,,14,0.0
12.0,0.03401,,14,0.0
8.0,0.047656,,10,0.0
15.0,0.024718,,18,0.0027304570103834956
14.0,0.033128,,14,0.0027304570103834956
12.0,0.033128,,14,0.0027304570103834956
13.0,0.044712,,12,0.0027304570103834956
14.0,0.014671,,20,0.0019550673660100274
13.0,0.022334,,16,0.003910134732020055
13.0,0.023081,,16,0.0019550673660100274
13.0,0.022334,,16,0.003910134732020055
14.0,0.033493,,14,0.004611632044153204
11.0,0.023081,,16,0.0019550673660100274
10.0,0.030744,,12,0.003910134732020055
13.0,0.034665,,14,0.0019550673660100274
13.0,0.033493,,17,0.004611632044153204
13.0,0.046841,,14,0.005061487109328705
15.0,0.02583,,18,0.0026565646781431767
14.0,0.033493,,14,0.004611632044153204
12.0,0.03424,,14,0.0026565646781431767
13.0,0.044653,,15,0.0053131293562863535
15.0,0.018838,,18,0.0027304570103834956
14.0,0.027248,,14,0.0027304570103834956
12.0,0.027248,,14,0.0027304570103834956
13.0,0.038832,,12,0.0027304570103834956
10.0,0.037752,,13,0.003910134732020056
7.0,0.046162,,9,0.003910134732020056
15.0,0.024718,,21,0.0027304570103834956
12.0,0.033128,,17,0.0027304570103834956
14.0,0.033128,,17,0.0027304570103834956
11.0,0.044712,,15,0.0027304570103834956
12.0,0.052461,,15,0.004707468682550341
15.0,0.014671,,20,0.0019550673660100274
13.0,0.022334,,16,0.003910134732020055
14.0,0.023081,,16,0.0019550673660100274
12.0,0.022334,,16,0.003910134732020055
13.0,0.033493,,14,0.004611632044153204
13.0,0.023081,,16,0.0019550673660100274
10.0,0.030744,,12,0.003910134732020055
14.0,0.033493,,14,0.004611632044153204
14.0,0.034665,,14,0.0019550673660100274
15.0,0.024718,,21,0.0027304570103834956
12.0,0.033128,,17,0.0027304570103834956
14.0,0.033128,,17,0.0027304570103834956
11.0,0.044712,,15,0.0027304570103834956
15.0,0.02583,,18,0.0026565646781431767
14.0,0.033493,,14,0.004611632044153204
13.0,0.03424,,14,0.0026565646781431767
13.0,0.033493,,14,0.004611632044153204
11.0,0.044653,,10,0.0053131293562863535
12.0,0.052461,,15,0.004707468682550341
14.0,0.02583,,21,0.0026565646781431767
13.0,0.033493,,17,0.004611632044153204
12.0,0.03424,,17,0.0026565646781431767
13.0,0.044653,,15,0.0053131293562863535
11.0,0.037752,,14,0.003910134732020055
7.0,0.046162,,10,0.003910134732020055
14.0,0.039178,,18,0.003106419743318678
13.0,0.046841,,14,0.005061487109328705
13.0,0.054127,,15,0.0034388236397356105
8.0,0.068481,,8,0.0053131293562863535
16.0,0.01771,,25,0.0027304570103834956
15.0,0.024718,,21,0.0027304570103834956
14.0,0.025373,,21,0.004685524376393523
14.0,0.03542,,22,0.005460914020766991
15.0,0.025373,,21,0.004685524376393523
12.0,0.033036,,17,0.0066405917424035505
15.0,0.03542,,22,0.005460914020766991
14.0,0.02612,,21,0.0027304570103834956
12.0,0.033128,,17,0.0027304570103834956
11.0,0.036533,,22,0.005387021688526672
13.0,0.036533,,22,0.005387021688526672
10.0,0.048454,,15,0.0066405917424035505
15.0,0.025373,,21,0.004685524376393523
13.0,0.033036,,17,0.0066405917424035505
13.0,0.033783,,17,0.004685524376393523
10.0,0.044196,,18,0.007342089054536699
16.0,0.02954,,19,0.005460914020766991
13.0,0.03795,,15,0.005460914020766991
15.0,0.02612,,21,0.0027304570103834956
14.0,0.033128,,17,0.0027304570103834956
13.0,0.033783,,17,0.004685524376393523
12.0,0.04383,,18,0.005460914020766991
15.0,0.036533,,19,0.005387021688526672
12.0,0.044196,,15,0.007342089054536699
14.0,0.037704,,19,0.0027304570103834956
11.0,0.044712,,15,0.0027304570103834956
13.0,0.04988,,19,0.005836876753702174
16.0,0.016661,,22,0.0
15.0,0.025071,,18,0.0
14.0,0.025071,,18,0.0
14.0,0.036655,,16,0.0
15.0,0.025071,,18,0.0
12.0,0.033481,,14,0.0
15.0,0.036655,,16,0.0
14.0,0.025071,,18,0.0
12.0,0.033481,,14,0.0
11.0,0.036655,,16,0.0
13.0,0.036655,,16,0.0
10.0,0.050301,,12,0.0
15.0,0.024324,,18,0.0019550673660100274
13.0,0.032734,,14,0.0019550673660100274
13.0,0.032734,,14,0.0019550673660100274
10.0,0.044318,,12,0.0019550673660100274
16.0,0.035484,,16,0.0026565646781431767
13.0,0.043894,,12,0.0026565646781431767
15.0,0.024324,,18,0.0019550673660100274
14.0,0.032734,,14,0.0019550673660100274
13.0,0.032734,,14,0.0019550673660100274
12.0,0.044318,,12,0.0019550673660100274
15.0,0.035484,,16,0.0026565646781431767
12.0,0.043894,,12,0.0026565646781431767
14.0,0.035484,,19,0.0026565646781431767
11.0,0.043894,,15,0.0026565646781431767
13.0,0.048831,,16,0.003106419743318678
11.0,0.06378,,13,0.0034388236397356105
16.0,0.029364,,22,0.0032408596089775104
15.0,0.037027,,18,0.005195926974987538
15.0,0.037774,,18,0.0032408596089775104
15.0,0.037027,,18,0.005195926974987538
15.0,0.048186,,16,0.005897424287120687
14.0,0.037774,,18,0.0032408596089775104
13.0,0.045437,,14,0.005195926974987538
13.0,0.049358,,16,0.0032408596089775104
13.0,0.048186,,19,0.005897424287120687
12.0,0.061534,,16,0.006347279352296188
16.0,0.01771,,25,0.0027304570103834956
15.0,0.024718,,21,0.0027304570103834956
15.0,0.025373,,21,0.004685524376393523
15.0,0.03542,,22,0.005460914020766991
14.0,0.025373,,21,0.004685524376393523
12.0,0.033036,,17,0.0066405917424035505
14.0,0.03542,,22,0.005460914020766991
14.0,0.02612,,21,0.0027304570103834956
12.0,0.033128,,17,0.0027304570103834956
13.0,0.036533,,22,0.005387021688526672
11.0,0.036533,,22,0.005387021688526672
