complexity,cost,freqs,feature_complexity,feature_cost
14.0,0.0,331.0,24,0.0
12.0,0.24669,100.0,20,0.19888157427039582
13.0,0.21618,83.0,20,0.0382480547582675
13.0,0.24669,11.0,20,0.24252753061480398
13.0,0.563077,7.0,18,0.3356465813679763
13.0,0.24669,7.0,20,0.24252753061480398
11.0,0.493379,4.0,16,0.48505506122960795
13.0,0.28382,4.0,20,0.05021523753539414
11.0,0.5,2.0,16,0.08846329229366165
13.0,0.616814,2.0,18,0.33394502001405535
12.0,0.24669,1.0,20,0.19888157427039582
10.0,0.493379,1.0,16,0.39776314854079164
13.0,0.563077,1.0,18,0.3356465813679763
13.0,0.616814,1.0,18,0.33394502001405535
9.0,0.993379,1.0,13,0.4862264408344533
12.0,0.0,1.0,20,0.0018236830232679093
12.0,0.24669,1.0,16,0.24435121363807188
11.0,0.28382,1.0,16,0.05203892055866205
11.0,0.24669,1.0,16,0.20070525729366373
12.0,0.616814,,14,0.33576870303732326
14.0,0.0,,20,0.00220609578329036
12.0,0.21618,,16,0.04045415054155786
12.0,0.24669,,16,0.24473362639809434
12.0,0.24669,,16,0.2010876700536862
12.0,0.563077,,14,0.33785267715126666
13.0,0.24669,,18,0.20203305800258867
11.0,0.493379,,14,0.40091463227298446
13.0,0.0,,20,0.0018236830232679093
12.0,0.24669,,16,0.20070525729366373
12.0,0.24669,,16,0.24435121363807188
13.0,0.28382,,16,0.05203892055866205
13.0,0.616814,,14,0.33576870303732326
13.0,0.21618,,18,0.041138523963348925
12.0,0.5,,14,0.09135376149874308
15.0,0.24669,,21,0.24567901434699682
13.0,0.493379,,17,0.48820654496180077
13.0,0.563077,,18,0.3394920955442373
12.0,0.0,,24,0.00220609578329036
11.0,0.24669,,20,0.2010876700536862
12.0,0.21618,,20,0.04045415054155786
11.0,0.24669,,20,0.24473362639809434
12.0,0.563077,,18,0.33785267715126666
12.0,0.24669,,21,0.24567901434699682
12.0,0.493379,,17,0.48820654496180077
14.0,0.28382,,21,0.053604162468604305
14.0,0.5,,17,0.09185221722687181
12.0,0.616814,,18,0.3379747988206136
13.0,0.24669,,21,0.20203305800258867
12.0,0.493379,,17,0.40091463227298446
13.0,0.563077,,18,0.3394920955442373
12.0,0.616814,,18,0.3379747988206136
11.0,0.993379,,15,0.4907711496919811
14.0,0.0,,20,0.001956018610377425
12.0,0.24669,,16,0.2444835492251814
12.0,0.28382,,16,0.05217125614577157
12.0,0.24669,,16,0.20083759288077324
12.0,0.616814,,14,0.33590103862443277
11.0,0.0,,16,0.004162114393667786
9.0,0.24669,,12,0.2030436886640636
12.0,0.0,,16,0.0037797016336453344
11.0,0.28382,,12,0.053994939169039476
13.0,0.24669,,17,0.24763503295737424
12.0,0.0,,20,0.004162114393667786
10.0,0.24669,,16,0.24668964500847176
14.0,0.28382,,17,0.05556018107898173
13.0,0.24669,,17,0.20398907661296609
11.0,0.616814,,14,0.339930817430991
12.0,0.0,,20,0.00239428323300204
11.0,0.21618,,16,0.04064233799126954
12.0,0.24669,,16,0.244921813847806
11.0,0.24669,,16,0.20127585750339785
12.0,0.563077,,14,0.3380408646009784
10.0,0.0,,16,0.00421796625626995
9.0,0.24669,,12,0.20309954052666576
11.0,0.0,,16,0.00421796625626995
10.0,0.24669,,12,0.24674549687107392
11.0,0.21618,,14,0.04353280719635096
11.0,0.0,,20,0.0046003790162924
10.0,0.21618,,16,0.0428484337745599
11.0,0.24669,,17,0.24807329757999885
12.0,0.24669,,17,0.2044273412355907
11.0,0.563077,,14,0.3418863787772393
13.0,0.24669,,18,0.20239050967882746
11.0,0.493379,,14,0.4012720839492233
11.0,0.24669,,14,0.20421419270209537
12.0,0.24669,,18,0.20459660546211783
12.0,0.493379,,15,0.40442356768141613
11.0,0.0,,24,0.001956018610377425
10.0,0.24669,,20,0.20083759288077324
11.0,0.24669,,20,0.2444835492251814
11.0,0.28382,,20,0.05217125614577157
12.0,0.616814,,18,0.33590103862443277
10.0,0.0,,20,0.0037797016336453344
10.0,0.28382,,16,0.053994939169039476
12.0,0.0,,20,0.004162114393667786
10.0,0.24669,,16,0.24668964500847176
11.0,0.24669,,18,0.20398907661296609
10.0,0.0,,24,0.004162114393667786
9.0,0.24669,,20,0.2030436886640636
11.0,0.24669,,21,0.24763503295737424
13.0,0.28382,,21,0.05556018107898173
10.0,0.616814,,18,0.339930817430991
14.0,0.21618,,21,0.04144525754695861
14.0,0.5,,17,0.09166049508235276
14.0,0.21618,,17,0.04365135333024897
13.0,0.21618,,21,0.04365135333024897
12.0,0.5,,18,0.09504942001556292
12.0,0.24669,,21,0.24603646602323562
12.0,0.493379,,17,0.4885639966380396
11.0,0.24669,,17,0.24786014904650353
11.0,0.24669,,21,0.24824256180652599
9.0,0.493379,,18,0.49171548037023244
11.0,0.563077,,18,0.3399968832113558
10.0,0.563077,,18,0.34220297899464613
13.0,0.0,,20,0.00239428323300204
12.0,0.24669,,16,0.20127585750339785
12.0,0.21618,,16,0.04064233799126954
11.0,0.24669,,16,0.244921813847806
12.0,0.563077,,14,0.3380408646009784
12.0,0.0,,16,0.00421796625626995
10.0,0.24669,,12,0.24674549687107392
13.0,0.0,,16,0.0046003790162924
11.0,0.21618,,12,0.0428484337745599
12.0,0.24669,,14,0.2044273412355907
11.0,0.0,,16,0.00421796625626995
10.0,0.24669,,12,0.20309954052666576
12.0,0.21618,,14,0.04353280719635096
13.0,0.24669,,17,0.24807329757999885
11.0,0.563077,,14,0.3418863787772393
14.0,0.24669,,21,0.24603646602323562
13.0,0.493379,,17,0.4885639966380396
14.0,0.24669,,17,0.24824256180652599
13.0,0.24669,,17,0.24786014904650353
13.0,0.493379,,18,0.49171548037023244
13.0,0.28382,,18,0.05401008667580779
12.0,0.5,,14,0.09225814143407529
11.0,0.28382,,14,0.0558337696990757
12.0,0.28382,,14,0.0558337696990757
9.0,0.5,,12,0.09514861063915672
13.0,0.616814,,18,0.33852140027930294
11.0,0.616814,,14,0.34034508330257085
12.0,0.24669,,21,0.20239050967882746
11.0,0.493379,,17,0.4012720839492233
11.0,0.24669,,17,0.20421419270209537
13.0,0.24669,,17,0.20459660546211783
12.0,0.493379,,15,0.40442356768141613
12.0,0.563077,,18,0.3399968832113558
11.0,0.563077,,14,0.34220297899464613
13.0,0.616814,,18,0.33852140027930294
11.0,0.616814,,14,0.34034508330257085
11.0,0.993379,,15,0.49143974416952113
12.0,0.24669,,20,0.19888157427039582
10.0,0.493379,,16,0.39776314854079164
11.0,0.46287,,16,0.23712962902866333
11.0,0.493379,,16,0.4414091048851998
11.0,0.809767,,14,0.5345281556383721
11.0,0.493379,,16,0.4414091048851998
9.0,0.740069,,12,0.6839366355000038
12.0,0.53051,,16,0.24909681180578996
9.0,0.74669,,12,0.28734486656405744
11.0,0.863503,,14,0.5328265942844512
10.0,0.493379,,16,0.39776314854079164
8.0,0.740069,,12,0.5966447228111875
11.0,0.809767,,14,0.5345281556383721
11.0,0.863503,,14,0.5328265942844512
7.0,1.240069,,9,0.6851080151048492
13.0,0.24669,,18,0.20106814639761197
11.0,0.493379,,14,0.443595677012416
12.0,0.53051,,14,0.25128338393300614
11.0,0.493379,,14,0.3999497206680078
11.0,0.863503,,12,0.5350131664116674
13.0,0.24669,,18,0.20161732021836984
11.0,0.46287,,14,0.23986537497663735
12.0,0.493379,,14,0.44414485083317384
11.0,0.493379,,14,0.4004988944887657
11.0,0.809767,,12,0.5372639015863461
9.0,0.493379,,13,0.4019811147970616
7.0,0.740069,,9,0.6008626890674574
12.0,0.24669,,21,0.20106814639761197
11.0,0.493379,,17,0.3999497206680078
12.0,0.493379,,17,0.443595677012416
12.0,0.53051,,17,0.25128338393300614
12.0,0.863503,,15,0.5350131664116674
11.0,0.46287,,18,0.2409214126737549
10.0,0.74669,,14,0.29113665020914903
12.0,0.493379,,18,0.44562707114146977
10.0,0.740069,,14,0.6881546017562737
9.0,0.809767,,15,0.5399370950800133
13.0,0.24669,,21,0.20161732021836984
12.0,0.493379,,17,0.4004988944887657
13.0,0.46287,,17,0.23986537497663735
