complexity,cost,freqs,feature_complexity,feature_cost
18.0,0.01522,,22,0.008041437169724558
16.0,0.03044,,18,0.016001848037603746
17.0,0.01522,,18,0.008092559074380662
16.0,0.01522,,18,0.008092559074380662
15.0,0.03044,,16,0.016082874339449115
19.0,0.01522,,25,0.0006835344638637467
18.0,0.03044,,21,0.001286042625882126
19.0,0.01522,,21,0.0007346563685198511
20.0,0.03044,,19,0.0013670689277274935
20.0,0.01522,,25,0.0006623169563969057
19.0,0.03044,,21,0.0012648251184152848
19.0,0.03044,,21,0.008622727824276095
14.0,0.03044,,18,0.0013072601333489668
13.0,0.04566,,14,0.0019097682953673459
14.0,0.0761,,13,0.017890398825504254
17.0,0.0,,24,5.112190465610437e-05
16.0,0.01522,,20,0.0006536300666744834
16.0,0.0,,20,0.00010224380931220874
18.0,0.01522,,21,0.0007346563685198511
16.0,0.0,,20,0.00010224380931220874
14.0,0.0,,16,0.0001533657139683131
18.0,0.01522,,21,0.0007346563685198511
16.0,0.01522,,20,0.0006536300666744834
15.0,0.03044,,16,0.0012561382286928623
19.0,0.01522,,21,0.0007134388610530101
19.0,0.01522,,21,0.0007134388610530101
13.0,0.03044,,14,0.0013583820380050713
17.0,0.01522,,20,0.008011532772535294
15.0,0.01522,,16,0.0080626546771914
16.0,0.03044,,16,0.008614040934553674
18.0,0.03044,,17,0.0086738497289322
17.0,0.0,,20,0.00010224380931220874
16.0,0.01522,,16,0.0007047519713305878
16.0,0.0,,16,0.0001533657139683131
18.0,0.01522,,17,0.0007857782731759555
17.0,0.01522,,18,0.008092559074380662
15.0,0.01522,,14,0.008143680979036767
20.0,0.01522,,18,0.0007134388610530101
19.0,0.03044,,14,0.001315947023071389
20.0,0.01522,,25,0.0006835344638637467
19.0,0.03044,,21,0.001286042625882126
19.0,0.01522,,21,0.0007346563685198511
17.0,0.03044,,22,0.0013670689277274935
19.0,0.01522,,21,0.0007346563685198511
17.0,0.01522,,17,0.0007857782731759555
19.0,0.03044,,22,0.0013670689277274935
19.0,0.03044,,21,0.001286042625882126
17.0,0.04566,,17,0.001888550787900505
20.0,0.03044,,22,0.0013458514202606526
21.0,0.03044,,22,0.0013458514202606526
15.0,0.04566,,15,0.0019907945972127135
17.0,0.0,,24,5.112190465610437e-05
16.0,0.01522,,20,0.0006536300666744834
16.0,0.0,,20,0.00010224380931220874
19.0,0.01522,,18,0.0007346563685198511
16.0,0.0,,20,0.00010224380931220874
15.0,0.0,,16,0.0001533657139683131
19.0,0.01522,,18,0.0007346563685198511
16.0,0.01522,,20,0.0006536300666744834
15.0,0.03044,,16,0.0012561382286928623
19.0,0.01522,,18,0.0007134388610530101
19.0,0.01522,,18,0.0007134388610530101
14.0,0.03044,,13,0.0013583820380050713
16.0,0.01522,,20,0.008011532772535294
15.0,0.01522,,16,0.0080626546771914
15.0,0.03044,,16,0.008614040934553674
18.0,0.03044,,14,0.0086738497289322
16.0,0.0,,20,0.00010224380931220874
15.0,0.01522,,16,0.0007047519713305878
15.0,0.0,,16,0.0001533657139683131
18.0,0.01522,,14,0.0007857782731759555
16.0,0.01522,,18,0.008092559074380662
15.0,0.01522,,14,0.008143680979036767
19.0,0.01522,,21,0.0007134388610530101
18.0,0.03044,,17,0.001315947023071389
18.0,0.01522,,22,0.008041437169724558
16.0,0.03044,,18,0.016001848037603746
17.0,0.01522,,18,0.008092559074380662
16.0,0.01522,,18,0.008092559074380662
17.0,0.03044,,16,0.016082874339449115
17.0,0.03044,,18,0.008643945331742937
15.0,0.04566,,14,0.016604356199622125
20.0,0.03044,,16,0.008703754126121463
19.0,0.03044,,19,0.008703754126121463
19.0,0.01522,,22,0.0006835344638637467
18.0,0.03044,,18,0.001286042625882126
18.0,0.01522,,18,0.0007346563685198511
17.0,0.03044,,16,0.0013670689277274935
18.0,0.01522,,18,0.0007346563685198511
17.0,0.01522,,14,0.0007857782731759555
19.0,0.03044,,16,0.0013670689277274935
18.0,0.03044,,18,0.001286042625882126
16.0,0.04566,,14,0.001888550787900505
19.0,0.03044,,16,0.0013458514202606526
20.0,0.03044,,16,0.0013458514202606526
15.0,0.04566,,11,0.0019907945972127135
17.0,0.01522,,24,0.00796041086787919
16.0,0.03044,,20,0.01592082173575838
17.0,0.01522,,20,0.008011532772535294
17.0,0.01522,,20,0.008011532772535294
17.0,0.03044,,18,0.016001848037603746
16.0,0.03044,,20,0.00856291902989757
16.0,0.03044,,16,0.008614040934553674
19.0,0.03044,,18,0.008643945331742937
16.0,0.03044,,20,0.01592082173575838
14.0,0.04566,,16,0.02388123260363757
16.0,0.03044,,16,0.015971943640414484
15.0,0.03044,,16,0.015971943640414484
15.0,0.04566,,14,0.023962258905482935
16.0,0.03044,,20,0.00856291902989757
15.0,0.04566,,16,0.009165427191915949
16.0,0.03044,,16,0.008614040934553674
18.0,0.04566,,14,0.009246453493761317
13.0,0.0761,,14,0.025086248927674328
19.0,0.03044,,21,0.008643945331742937
18.0,0.04566,,17,0.009246453493761317
18.0,0.01522,,22,0.008020219662257716
17.0,0.03044,,18,0.015980630530136906
17.0,0.01522,,18,0.00807134156691382
17.0,0.01522,,18,0.00807134156691382
18.0,0.03044,,16,0.016061656831982275
17.0,0.03044,,18,0.008622727824276095
16.0,0.03044,,14,0.0086738497289322
19.0,0.03044,,19,0.008703754126121463
18.0,0.01522,,22,0.008020219662257716
16.0,0.03044,,18,0.015980630530136906
17.0,0.01522,,18,0.00807134156691382
16.0,0.01522,,18,0.00807134156691382
17.0,0.03044,,16,0.016061656831982275
17.0,0.03044,,18,0.008622727824276095
15.0,0.03044,,14,0.0086738497289322
20.0,0.03044,,16,0.008703754126121463
15.0,0.03044,,17,0.01602306554507059
13.0,0.04566,,13,0.02398347641294978
14.0,0.03044,,13,0.016074187449726694
13.0,0.03044,,13,0.016074187449726694
14.0,0.04566,,11,0.024064502714795145
15.0,0.0761,,13,0.025248301531365064
17.0,0.0,,24,5.112190465610437e-05
17.0,0.01522,,20,0.008011532772535294
17.0,0.0,,20,0.00010224380931220874
16.0,0.0,,20,0.00010224380931220874
17.0,0.01522,,18,0.008092559074380662
15.0,0.0,,20,0.00010224380931220874
14.0,0.0,,16,0.0001533657139683131
16.0,0.0,,20,0.00010224380931220874
15.0,0.0,,16,0.0001533657139683131
16.0,0.01522,,18,0.008092559074380662
16.0,0.01522,,20,0.008011532772535294
15.0,0.03044,,16,0.015971943640414484
16.0,0.01522,,18,0.00807134156691382
16.0,0.01522,,18,0.00807134156691382
13.0,0.03044,,13,0.016074187449726694
16.0,0.01522,,20,0.0006536300666744834
16.0,0.01522,,16,0.0007047519713305878
14.0,0.01522,,16,0.0007047519713305878
15.0,0.03044,,16,0.008614040934553674
15.0,0.03044,,14,0.0086738497289322
18.0,0.01522,,21,0.0007346563685198511
16.0,0.01522,,17,0.0007857782731759555
18.0,0.01522,,18,0.0007346563685198511
17.0,0.01522,,14,0.0007857782731759555
16.0,0.0,,20,0.00010224380931220874
15.0,0.01522,,16,0.0080626546771914
16.0,0.0,,16,0.0001533657139683131
14.0,0.0,,16,0.0001533657139683131
15.0,0.01522,,14,0.008143680979036767
14.0,0.0,,16,0.0001533657139683131
12.0,0.0,,12,0.00020448761862441748
14.0,0.0,,16,0.0001533657139683131
14.0,0.0,,12,0.00020448761862441748
14.0,0.01522,,14,0.008143680979036767
15.0,0.01522,,16,0.0080626546771914
14.0,0.03044,,12,0.01602306554507059
15.0,0.01522,,14,0.008122463471569925
14.0,0.01522,,14,0.008122463471569925
11.0,0.03044,,9,0.0161253093543828
18.0,0.01522,,21,0.0007346563685198511
18.0,0.01522,,17,0.0007857782731759555
16.0,0.01522,,17,0.0007857782731759555
17.0,0.03044,,17,0.008695067236399042
17.0,0.03044,,15,0.008754876030777568
16.0,0.01522,,20,0.0006536300666744834
16.0,0.03044,,16,0.008614040934553674
14.0,0.01522,,16,0.0007047519713305878
15.0,0.01522,,16,0.0007047519713305878
15.0,0.03044,,14,0.008695067236399042
15.0,0.03044,,16,0.0012561382286928623
13.0,0.03044,,12,0.0013072601333489668
17.0,0.03044,,14,0.0013371645305382302
20.0,0.01522,,18,0.0007134388610530101
19.0,0.03044,,14,0.001315947023071389
18.0,0.01522,,14,0.0007645607657091145
18.0,0.03044,,12,0.0013969733249167568
19.0,0.01522,,21,0.0007134388610530101
17.0,0.01522,,17,0.0007645607657091145
19.0,0.01522,,21,0.0007134388610530101
18.0,0.03044,,17,0.0086738497289322
17.0,0.01522,,17,0.0007645607657091145
17.0,0.01522,,17,0.0007645607657091145
17.0,0.03044,,15,0.008754876030777568
13.0,0.03044,,14,0.0013583820380050713
11.0,0.03044,,10,0.0014095039426611756
20.0,0.01522,,25,0.0006835344638637467
19.0,0.03044,,21,0.001286042625882126
19.0,0.01522,,21,0.0007346563685198511
19.0,0.03044,,22,0.0013670689277274935
19.0,0.01522,,21,0.0007346563685198511
17.0,0.01522,,17,0.0007857782731759555
17.0,0.03044,,22,0.0013670689277274935
19.0,0.03044,,21,0.001286042625882126
17.0,0.04566,,17,0.001888550787900505
21.0,0.03044,,22,0.0013458514202606526
20.0,0.03044,,22,0.0013458514202606526
15.0,0.04566,,15,0.0019907945972127135
19.0,0.01522,,21,0.0007346563685198511
17.0,0.01522,,17,0.0007857782731759555
18.0,0.03044,,17,0.0013371645305382302
18.0,0.03044,,18,0.0013969733249167568
19.0,0.03044,,19,0.0013670689277274935
17.0,0.04566,,15,0.0019695770897458723
19.0,0.03044,,21,0.008643945331742937
18.0,0.04566,,17,0.009246453493761317
18.0,0.03044,,17,0.008695067236399042
16.0,0.04566,,18,0.009327479795606684
19.0,0.03044,,19,0.008703754126121463
17.0,0.03044,,15,0.008754876030777568
17.0,0.0,,24,5.112190465610437e-05
16.0,0.01522,,20,0.008011532772535294
16.0,0.0,,20,0.00010224380931220874
16.0,0.0,,20,0.00010224380931220874
16.0,0.01522,,18,0.008092559074380662
16.0,0.0,,20,0.00010224380931220874
14.0,0.0,,16,0.0001533657139683131
14.0,0.0,,20,0.00010224380931220874
13.0,0.0,,16,0.0001533657139683131
15.0,0.01522,,18,0.008092559074380662
16.0,0.01522,,20,0.008011532772535294
14.0,0.03044,,16,0.015971943640414484
16.0,0.01522,,18,0.00807134156691382
15.0,0.01522,,18,0.00807134156691382
12.0,0.03044,,13,0.016074187449726694
16.0,0.01522,,20,0.0006536300666744834
15.0,0.01522,,16,0.0007047519713305878
13.0,0.01522,,16,0.0007047519713305878
15.0,0.03044,,16,0.008614040934553674
14.0,0.03044,,14,0.0086738497289322
19.0,0.01522,,18,0.0007346563685198511
16.0,0.01522,,14,0.0007857782731759555
19.0,0.01522,,21,0.0007346563685198511
17.0,0.01522,,17,0.0007857782731759555
16.0,0.0,,20,0.00010224380931220874
15.0,0.01522,,16,0.0080626546771914
15.0,0.0,,16,0.0001533657139683131
15.0,0.0,,16,0.0001533657139683131
15.0,0.01522,,14,0.008143680979036767
15.0,0.0,,16,0.0001533657139683131
14.0,0.0,,12,0.00020448761862441748
13.0,0.0,,16,0.0001533657139683131
12.0,0.0,,12,0.00020448761862441748
14.0,0.01522,,14,0.008143680979036767
15.0,0.01522,,16,0.0080626546771914
14.0,0.03044,,12,0.01602306554507059
15.0,0.01522,,14,0.008122463471569925
14.0,0.01522,,14,0.008122463471569925
11.0,0.03044,,9,0.0161253093543828
19.0,0.01522,,18,0.0007346563685198511
18.0,0.01522,,14,0.0007857782731759555
16.0,0.01522,,14,0.0007857782731759555
18.0,0.03044,,14,0.008695067236399042
17.0,0.03044,,12,0.008754876030777568
16.0,0.01522,,20,0.0006536300666744834
15.0,0.03044,,16,0.008614040934553674
15.0,0.01522,,16,0.0007047519713305878
13.0,0.01522,,16,0.0007047519713305878
14.0,0.03044,,14,0.008695067236399042
15.0,0.03044,,16,0.0012561382286928623
12.0,0.03044,,12,0.0013072601333489668
18.0,0.03044,,17,0.0013371645305382302
19.0,0.01522,,18,0.0007134388610530101
16.0,0.01522,,14,0.0007645607657091145
19.0,0.01522,,18,0.0007134388610530101
18.0,0.03044,,14,0.0086738497289322
18.0,0.01522,,14,0.0007645607657091145
16.0,0.01522,,14,0.0007645607657091145
17.0,0.03044,,12,0.008754876030777568
14.0,0.03044,,13,0.0013583820380050713
11.0,0.03044,,9,0.0014095039426611756
19.0,0.01522,,21,0.0007134388610530101
18.0,0.03044,,17,0.001315947023071389
17.0,0.01522,,17,0.0007645607657091145
18.0,0.03044,,18,0.0013969733249167568
18.0,0.01522,,22,0.008041437169724558
16.0,0.03044,,18,0.016001848037603746
17.0,0.01522,,18,0.008092559074380662
16.0,0.01522,,18,0.008092559074380662
17.0,0.03044,,16,0.016082874339449115
16.0,0.01522,,18,0.008092559074380662
14.0,0.01522,,14,0.008143680979036767
15.0,0.01522,,18,0.008092559074380662
14.0,0.01522,,14,0.008143680979036767
13.0,0.03044,,16,0.016082874339449115
16.0,0.03044,,18,0.016001848037603746
14.0,0.04566,,14,0.023962258905482935
17.0,0.03044,,16,0.016061656831982275
15.0,0.03044,,16,0.016061656831982275
12.0,0.04566,,11,0.024064502714795145
17.0,0.03044,,18,0.008643945331742937
15.0,0.04566,,14,0.016604356199622125
15.0,0.03044,,14,0.008695067236399042
14.0,0.03044,,14,0.008695067236399042
12.0,0.04566,,10,0.016685382501467495
20.0,0.03044,,16,0.008703754126121463
17.0,0.03044,,12,0.008754876030777568
19.0,0.03044,,19,0.008703754126121463
17.0,0.03044,,15,0.008754876030777568
19.0,0.01522,,22,0.0006835344638637467
18.0,0.03044,,18,0.001286042625882126
18.0,0.01522,,18,0.0007346563685198511
19.0,0.03044,,16,0.0013670689277274935
18.0,0.01522,,18,0.0007346563685198511
17.0,0.01522,,14,0.0007857782731759555
17.0,0.03044,,16,0.0013670689277274935
18.0,0.03044,,18,0.001286042625882126
16.0,0.04566,,14,0.001888550787900505
20.0,0.03044,,16,0.0013458514202606526
19.0,0.03044,,16,0.0013458514202606526
15.0,0.04566,,11,0.0019907945972127135
18.0,0.01522,,18,0.0007346563685198511
17.0,0.01522,,14,0.0007857782731759555
17.0,0.03044,,14,0.0013371645305382302
18.0,0.03044,,12,0.0013969733249167568
19.0,0.03044,,19,0.0013670689277274935
17.0,0.04566,,15,0.0019695770897458723
18.0,0.03044,,18,0.008643945331742937
17.0,0.04566,,14,0.009246453493761317
17.0,0.03044,,14,0.008695067236399042
16.0,0.04566,,10,0.009327479795606684
18.0,0.03044,,16,0.008703754126121463
17.0,0.03044,,12,0.008754876030777568
17.0,0.01522,,24,0.00796041086787919
16.0,0.03044,,20,0.01592082173575838
17.0,0.01522,,20,0.008011532772535294
17.0,0.01522,,20,0.008011532772535294
17.0,0.03044,,18,0.016001848037603746
16.0,0.01522,,20,0.008011532772535294
15.0,0.01522,,16,0.0080626546771914
16.0,0.01522,,20,0.008011532772535294
15.0,0.01522,,16,0.0080626546771914
16.0,0.03044,,18,0.016001848037603746
15.0,0.03044,,20,0.01592082173575838
14.0,0.04566,,16,0.02388123260363757
16.0,0.03044,,18,0.015980630530136906
16.0,0.03044,,18,0.015980630530136906
13.0,0.04566,,13,0.02398347641294978
16.0,0.03044,,20,0.00856291902989757
16.0,0.03044,,16,0.008614040934553674
15.0,0.03044,,16,0.008614040934553674
14.0,0.04566,,16,0.01652332989777676
15.0,0.04566,,14,0.016583138692155285
19.0,0.03044,,18,0.008643945331742937
18.0,0.03044,,14,0.008695067236399042
19.0,0.03044,,21,0.008643945331742937
18.0,0.03044,,17,0.008695067236399042
16.0,0.03044,,20,0.01592082173575838
14.0,0.04566,,16,0.02388123260363757
16.0,0.03044,,16,0.015971943640414484
15.0,0.03044,,16,0.015971943640414484
15.0,0.04566,,14,0.023962258905482935
15.0,0.03044,,16,0.015971943640414484
14.0,0.03044,,12,0.01602306554507059
14.0,0.03044,,16,0.015971943640414484
14.0,0.03044,,12,0.01602306554507059
14.0,0.04566,,14,0.023962258905482935
14.0,0.04566,,16,0.02388123260363757
12.0,0.06088,,12,0.03184164347151676
15.0,0.04566,,14,0.023941041398016095
14.0,0.04566,,14,0.023941041398016095
11.0,0.06088,,9,0.03194388728082897
16.0,0.03044,,20,0.00856291902989757
16.0,0.03044,,16,0.008614040934553674
15.0,0.03044,,16,0.008614040934553674
14.0,0.04566,,16,0.01652332989777676
15.0,0.04566,,14,0.016583138692155285
15.0,0.04566,,16,0.009165427191915949
13.0,0.06088,,12,0.01712583805979514
18.0,0.04566,,14,0.009246453493761317
18.0,0.04566,,17,0.009246453493761317
13.0,0.0761,,14,0.025086248927674328
11.0,0.09132,,10,0.03304665979555352
19.0,0.03044,,21,0.008643945331742937
18.0,0.04566,,17,0.009246453493761317
17.0,0.03044,,17,0.008695067236399042
16.0,0.04566,,18,0.009327479795606684
18.0,0.03044,,18,0.008643945331742937
17.0,0.04566,,14,0.009246453493761317
17.0,0.03044,,14,0.008695067236399042
16.0,0.04566,,10,0.009327479795606684
13.0,0.09132,,8,0.03320871239924425
18.0,0.01522,,22,0.008020219662257716
17.0,0.03044,,18,0.015980630530136906
17.0,0.01522,,18,0.00807134156691382
17.0,0.01522,,18,0.00807134156691382
18.0,0.03044,,16,0.016061656831982275
16.0,0.01522,,18,0.00807134156691382
15.0,0.01522,,14,0.008122463471569925
16.0,0.01522,,18,0.00807134156691382
15.0,0.01522,,14,0.008122463471569925
17.0,0.03044,,16,0.016061656831982275
16.0,0.03044,,18,0.015980630530136906
15.0,0.04566,,14,0.023941041398016095
15.0,0.03044,,16,0.016040439324515432
17.0,0.03044,,16,0.016040439324515432
14.0,0.04566,,11,0.024043285207328305
17.0,0.03044,,18,0.008622727824276095
16.0,0.03044,,14,0.0086738497289322
15.0,0.03044,,14,0.0086738497289322
15.0,0.04566,,14,0.016583138692155285
14.0,0.04566,,10,0.01664294748653381
19.0,0.03044,,19,0.008703754126121463
17.0,0.03044,,15,0.008754876030777568
18.0,0.03044,,16,0.008703754126121463
17.0,0.03044,,12,0.008754876030777568
18.0,0.01522,,22,0.008020219662257716
16.0,0.03044,,18,0.015980630530136906
17.0,0.01522,,18,0.00807134156691382
16.0,0.01522,,18,0.00807134156691382
17.0,0.03044,,16,0.016061656831982275
16.0,0.01522,,18,0.00807134156691382
14.0,0.01522,,14,0.008122463471569925
15.0,0.01522,,18,0.00807134156691382
14.0,0.01522,,14,0.008122463471569925
15.0,0.03044,,16,0.016061656831982275
16.0,0.03044,,18,0.015980630530136906
14.0,0.04566,,14,0.023941041398016095
17.0,0.03044,,16,0.016040439324515432
13.0,0.03044,,16,0.016040439324515432
12.0,0.04566,,11,0.024043285207328305
17.0,0.03044,,18,0.008622727824276095
15.0,0.03044,,14,0.0086738497289322
14.0,0.03044,,14,0.0086738497289322
15.0,0.04566,,14,0.016583138692155285
12.0,0.04566,,10,0.01664294748653381
20.0,0.03044,,16,0.008703754126121463
17.0,0.03044,,12,0.008754876030777568
19.0,0.03044,,19,0.008703754126121463
17.0,0.03044,,15,0.008754876030777568
15.0,0.03044,,17,0.01602306554507059
13.0,0.04566,,13,0.02398347641294978
14.0,0.03044,,13,0.016074187449726694
13.0,0.03044,,13,0.016074187449726694
14.0,0.04566,,11,0.024064502714795145
13.0,0.03044,,13,0.016074187449726694
11.0,0.03044,,9,0.0161253093543828
12.0,0.03044,,13,0.016074187449726694
11.0,0.03044,,9,0.0161253093543828
12.0,0.04566,,11,0.024064502714795145
13.0,0.04566,,13,0.02398347641294978
11.0,0.06088,,9,0.03194388728082897
14.0,0.04566,,11,0.024043285207328305
12.0,0.04566,,11,0.024043285207328305
9.0,0.06088,,6,0.03204613109014118
15.0,0.0761,,13,0.025248301531365064
13.0,0.09132,,8,0.03320871239924425
17.0,0.01522,,24,0.000602508162018379
16.0,0.03044,,20,0.001205016324036758
16.0,0.01522,,20,0.0006536300666744834
19.0,0.03044,,18,0.001286042625882126
16.0,0.01522,,20,0.0006536300666744834
15.0,0.01522,,16,0.0007047519713305878
19.0,0.03044,,18,0.001286042625882126
16.0,0.03044,,20,0.001205016324036758
15.0,0.04566,,16,0.0018075244860551371
19.0,0.03044,,18,0.0012648251184152848
19.0,0.03044,,18,0.0012648251184152848
14.0,0.04566,,13,0.0019097682953673459
16.0,0.03044,,20,0.00856291902989757
16.0,0.03044,,16,0.008614040934553674
15.0,0.04566,,16,0.009165427191915949
18.0,0.04566,,14,0.009225235986294475
16.0,0.01522,,20,0.0006536300666744834
15.0,0.03044,,16,0.0012561382286928623
16.0,0.01522,,16,0.0007047519713305878
19.0,0.03044,,14,0.0013371645305382302
17.0,0.03044,,18,0.008643945331742937
16.0,0.03044,,14,0.008695067236399042
19.0,0.03044,,21,0.0012648251184152848
17.0,0.04566,,17,0.0018673332804336638
16.0,0.03044,,20,0.00856291902989757
14.0,0.04566,,16,0.01652332989777676
16.0,0.03044,,16,0.008614040934553674
15.0,0.03044,,16,0.008614040934553674
15.0,0.04566,,14,0.016604356199622125
15.0,0.04566,,16,0.009165427191915949
13.0,0.06088,,12,0.01712583805979514
18.0,0.04566,,14,0.009225235986294475
18.0,0.04566,,17,0.009225235986294475
15.0,0.03044,,20,0.001205016324036758
14.0,0.04566,,16,0.0018075244860551371
15.0,0.03044,,16,0.0012561382286928623
16.0,0.04566,,14,0.001888550787900505
15.0,0.03044,,16,0.0012561382286928623
14.0,0.03044,,12,0.0013072601333489668
16.0,0.04566,,14,0.001888550787900505
14.0,0.04566,,16,0.0018075244860551371
11.0,0.06088,,12,0.002410032648073516
16.0,0.04566,,14,0.0018673332804336638
16.0,0.04566,,14,0.0018673332804336638
10.0,0.06088,,9,0.0025122764573857247
13.0,0.0761,,14,0.017728346221813518
10.0,0.09132,,10,0.018330854383831897
18.0,0.03044,,21,0.001286042625882126
16.0,0.04566,,17,0.001888550787900505
18.0,0.03044,,17,0.0013371645305382302
18.0,0.04566,,15,0.0019695770897458723
16.0,0.01522,,20,0.0006536300666744834
15.0,0.03044,,16,0.008614040934553674
16.0,0.01522,,16,0.0007047519713305878
14.0,0.01522,,16,0.0007047519713305878
15.0,0.03044,,14,0.008695067236399042
15.0,0.03044,,16,0.0012561382286928623
13.0,0.03044,,12,0.0013072601333489668
19.0,0.03044,,14,0.0013371645305382302
17.0,0.03044,,18,0.008643945331742937
15.0,0.04566,,14,0.016604356199622125
16.0,0.03044,,14,0.008695067236399042
15.0,0.03044,,14,0.008695067236399042
14.0,0.04566,,10,0.016685382501467495
18.0,0.03044,,21,0.001286042625882126
16.0,0.04566,,17,0.001888550787900505
18.0,0.03044,,17,0.0013371645305382302
18.0,0.04566,,15,0.0019695770897458723
19.0,0.03044,,21,0.0012648251184152848
17.0,0.04566,,17,0.0018673332804336638
18.0,0.04566,,17,0.009225235986294475
13.0,0.04566,,14,0.0019097682953673459
10.0,0.06088,,10,0.0025122764573857247
11.0,0.09132,,8,0.018492906987522633
19.0,0.01522,,25,0.0006623169563969057
18.0,0.03044,,21,0.0012648251184152848
18.0,0.01522,,21,0.0007134388610530101
18.0,0.03044,,22,0.0013458514202606526
18.0,0.01522,,21,0.0007134388610530101
16.0,0.01522,,17,0.0007645607657091145
19.0,0.03044,,22,0.0013458514202606526
18.0,0.03044,,21,0.0012648251184152848
16.0,0.04566,,17,0.0018673332804336638
17.0,0.03044,,22,0.0013246339127938114
19.0,0.03044,,22,0.0013246339127938114
14.0,0.04566,,15,0.0019695770897458723
19.0,0.03044,,21,0.008622727824276095
17.0,0.03044,,17,0.0086738497289322
18.0,0.04566,,17,0.009225235986294475
16.0,0.04566,,18,0.009285044780673001
19.0,0.01522,,21,0.0007134388610530101
18.0,0.03044,,17,0.001315947023071389
18.0,0.01522,,17,0.0007645607657091145
18.0,0.03044,,18,0.0013969733249167568
19.0,0.03044,,19,0.008703754126121463
17.0,0.03044,,15,0.008754876030777568
20.0,0.03044,,19,0.0013246339127938114
18.0,0.04566,,15,0.0019271420748121905
19.0,0.01522,,25,0.0006623169563969057
18.0,0.03044,,21,0.0012648251184152848
18.0,0.01522,,21,0.0007134388610530101
19.0,0.03044,,22,0.0013458514202606526
18.0,0.01522,,21,0.0007134388610530101
16.0,0.01522,,17,0.0007645607657091145
18.0,0.03044,,22,0.0013458514202606526
18.0,0.03044,,21,0.0012648251184152848
16.0,0.04566,,17,0.0018673332804336638
19.0,0.03044,,22,0.0013246339127938114
17.0,0.03044,,22,0.0013246339127938114
14.0,0.04566,,15,0.0019695770897458723
19.0,0.03044,,21,0.008622727824276095
17.0,0.03044,,17,0.0086738497289322
18.0,0.04566,,17,0.009225235986294475
16.0,0.04566,,18,0.009285044780673001
19.0,0.01522,,21,0.0007134388610530101
18.0,0.03044,,17,0.001315947023071389
18.0,0.01522,,17,0.0007645607657091145
18.0,0.03044,,18,0.0013969733249167568
19.0,0.03044,,19,0.008703754126121463
17.0,0.03044,,15,0.008754876030777568
20.0,0.03044,,19,0.0013246339127938114
18.0,0.04566,,15,0.0019271420748121905
14.0,0.03044,,17,0.0013072601333489668
13.0,0.04566,,13,0.0019097682953673459
13.0,0.03044,,13,0.0013583820380050713
14.0,0.04566,,14,0.0019907945972127135
13.0,0.03044,,13,0.0013583820380050713
11.0,0.03044,,9,0.0014095039426611756
